ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
cacna2d3	100148645	ZDB-GENE-030616-133	cacna2d3	Human	55799	15460	CACNA2D3	9	8.98	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
cacnb1	436925	ZDB-GENE-040718-399	cacnb1	Human	782	1401	CACNB1	13	13.4	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacng1a	322013	ZDB-GENE-030131-732	cacng1a	Human	786	1405	CACNG1	8	8.4	moderate	Yes	No	Compara, eggNOG, Homologene, OMA, OrthoFinder, Panther, TreeFam, ZFIN
cacng3b	564883	ZDB-GENE-090828-1	cacng3b	Human	10368	1407	CACNG3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cactin	100126813	ZDB-GENE-060503-322	cactin	Human	58509	29938	CACTIN	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacybp	405823	ZDB-GENE-040426-2579	cacybp	Human	27101	30423	CACYBP	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cad	266992	ZDB-GENE-021030-4	cad	Human	790	1424	CAD	12	12.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cadm2a	793954	ZDB-GENE-040426-1614	cadm2a	Human	253559	29849	CADM2	10	10.22	moderate	Yes	No	Compara, eggNOG, Homologene, OMA, OrthoDB, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cadm3	692273	ZDB-GENE-060512-196	cadm3	Human	57863	17601	CADM3	10	10.36	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
cadm4	492787	ZDB-GENE-041114-138	cadm4	Human	199731	30825	CADM4	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cadps2	407617	ZDB-GENE-030903-1	cadps2	Human	93664	16018	CADPS2	4	4.52	high	Yes	Yes	OrthoDB, Panther, Phylome, ZFIN
cahz	30331	ZDB-GENE-980526-39	cahz	Human	760	1373	CA2	12	12.28	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
calb1	100001650	ZDB-GENE-030131-8107	calb1	Human	793	1434	CALB1	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
calca	436744	ZDB-GENE-040718-173	calca	Human	796	1437	CALCA	10	10.45	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
calcoco2	553776	ZDB-GENE-050522-346	calcoco2	Human	10241	29912	CALCOCO2	10	10.35	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
calcr	560268	ZDB-GENE-060503-420	calcr	Human	799	1440	CALCR	11	11.34	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cald1b	563892	ZDB-GENE-090313-229	cald1b	Human	800	1441	CALD1	9	9.45	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, TreeFam, ZFIN
calhm3	100005130	ZDB-GENE-081107-70	calhm3	Human	119395	23458	CALHM3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
calr	325317	ZDB-GENE-030131-4042	calr	Human	811	1455	CALR	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
caly	100307104	ZDB-GENE-090313-405	caly	Human	50632	17938	CALY	5	5.55	high	Yes	Yes	Compara, OMA, OrthoDB, Panther, ZFIN
camk2a	550436	ZDB-GENE-051113-72	camk2a	Human	815	1460	CAMK2A	7	7.35	high	Yes	Yes	Compara, Homologene, OrthoDB, orthoMCL, Panther, Phylome, ZFIN
camk2b1	562064	ZDB-GENE-030131-9588	camk2b1	Human	816	1461	CAMK2B	11	11.39	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
camk4	550270	ZDB-GENE-050417-76	camk4	Human	814	1464	CAMK4	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
camlg	404622	ZDB-GENE-040426-2407	camlg	Human	819	1471	CAMLG	12	12.54	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, ZFIN
camta2	101886599	ZDB-GENE-090313-6	camta2	Human	23125	18807	CAMTA2	4	4.61	moderate	Yes	No	OrthoDB, OrthoFinder, Panther, ZFIN
cand1	406806	ZDB-GENE-040426-2872	cand1	Human	55832	30688	CAND1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cand2	555955	ZDB-GENE-060503-645	cand2	Human	23066	30689	CAND2	10	10.24	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
canx	406757	ZDB-GENE-040426-2797	canx	Human	821	1473	CANX	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cap1	334527	ZDB-GENE-030131-6459	cap1	Human	10487	20040	CAP1	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cap2	393809	ZDB-GENE-040426-1758	cap2	Human	10486	20039	CAP2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capn10	570311	ZDB-GENE-110411-137	capn10	Human	11132	1477	CAPN10	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capn12	799247	ZDB-GENE-050419-245	capn12	Human	147968	13249	CAPN12	7	7.26	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Phylome, ZFIN
capn7	556792	ZDB-GENE-111111-1	capn7	Human	23473	1484	CAPN7	8	8.46	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, ZFIN
capn8	337730	ZDB-GENE-050522-279	capn8	Human	388743	1485	CAPN8	5	5.02	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder, Panther, Phylome
capn9	445107	ZDB-GENE-010724-2	capn9	Human	10753	1486	CAPN9	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
caprin2	407729	ZDB-GENE-040812-2	caprin2	Human	65981	21259	CAPRIN2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
caps2	101884719	ZDB-GENE-091204-449	caps2	Human	84698	16471	CAPS2	8	8.54	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, ZFIN
capsla	550371	ZDB-GENE-030131-7291	capsla	Human	133690	28375	CAPSL	7	7.5	moderate	Yes	No	eggNOG, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam, ZFIN
capzb	335083	ZDB-GENE-030131-7023	capzb	Human	832	1491	CAPZB	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
card11	557072	ZDB-GENE-100219-1	card11	Human	84433	16393	CARD11	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
card14	568689	ZDB-GENE-090310-1	card14	Human	79092	16446	CARD14	8	8.55	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
card19	557314	ZDB-GENE-041008-5	card19	Human	84270	28148	CARD19	10	10.55	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
card9	796425	ZDB-GENE-060531-94	card9	Human	64170	16391	CARD9	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
carf	555728	ZDB-GENE-070912-172	carf	Human	79800	14435	CARF	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
carhsp1	393534	ZDB-GENE-040426-1479	carhsp1	Human	23589	17150	CARHSP1	12	11.94	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
carkd	797867	ZDB-GENE-080204-1	naxd	Human	55739	25576	NAXD	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
carnmt1	503765	ZDB-GENE-050306-48	carnmt1	Human	138199	23435	CARNMT1	9	9.36	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
cars	368284	ZDB-GENE-030328-29	cars	Human	833	1493	CARS	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cars2	555187	ZDB-GENE-030131-5564	cars2	Human	79587	25695	CARS2	13	13.2	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
casc1	566485	ZDB-GENE-041210-153	casc1	Human	55259	29599	CASC1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
casc3	403025	ZDB-GENE-040308-2	casc3	Human	22794	17040	CASC3	13	13.37	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
casc4	555654	ZDB-GENE-091130-1	casc4	Human	113201	24892	CASC4	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
casc5	327226	ZDB-GENE-030131-5437	knl1	Human	57082	24054	KNL1	9	9.42	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, ZFIN
casd1	692268	ZDB-GENE-060503-329	casd1	Human	64921	16014	CASD1	13	13.44	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
casp2	373118	ZDB-GENE-030825-3	casp2	Human	835	1503	CASP2	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
casp7	553634	ZDB-GENE-050522-506	casp7	Human	840	1508	CASP7	10	10.32	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
casp8ap2	541521	ZDB-GENE-030826-8	casp8ap2	Human	9994	1510	CASP8AP2	13	13.34	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
casp8l2	557302	ZDB-GENE-070608-2	casp10	Human	843	1500	CASP10	11	11.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
casp9	492763	ZDB-GENE-030825-5	casp9	Human	842	1511	CASP9	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
casq2	114410	ZDB-GENE-010724-12	casq2	Human	845	1513	CASQ2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cass4	100000938	ZDB-GENE-110131-9	cass4	Human	57091	15878	CASS4	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
cast	563084	ZDB-GENE-050810-2	cast	Human	831	1515	CAST	10	10.37	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, ZFIN
casz1	559053	ZDB-GENE-060130-108	casz1	Human	54897	26002	CASZ1	13	13.36	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
cat	30068	ZDB-GENE-000210-20	cat	Human	847	1516	CAT	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
catip	767803	ZDB-GENE-060929-1170	catip	Human	375307	25062	CATIP	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cav1	323695	ZDB-GENE-030131-2415	cav1	Human	857	1527	CAV1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cav2	415240	ZDB-GENE-040625-164	cav2	Human	858	1528	CAV2	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cbarpb	557421	ZDB-GENE-050208-507	cbarpb	Human	255057	28617	CBARP	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbfa2t2	767652	ZDB-GENE-070209-1	cbfa2t2	Human	9139	1536	CBFA2T2	6	6.55	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, Panther, ZFIN
cbfb	30744	ZDB-GENE-980526-440	cbfb	Human	865	1539	CBFB	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cbl	492364	ZDB-GENE-041114-207	cbl	Human	867	1541	CBL	10	10.32	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cblb	556277	ZDB-GENE-030616-417	cblb	Human	868	1542	CBLB	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cblc	565383	ZDB-GENE-080220-20	cblc	Human	23624	15961	CBLC	8	8.39	high	Yes	Yes	eggNOG, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
cbll1	394041	ZDB-GENE-040426-691	cbll1	Human	79872	21225	CBLL1	13	13.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbln1	436793	ZDB-GENE-040718-226	cbln1	Human	869	1543	CBLN1	13	13.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbln2b	560583	ZDB-GENE-070615-12	cbln2b	Human	147381	1544	CBLN2	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbln4	563847	ZDB-GENE-080204-58	cbln4	Human	140689	16231	CBLN4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbr4	402954	ZDB-GENE-040426-1796	cbr4	Human	84869	25891	CBR4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbwd	406536	ZDB-GENE-040426-2388	cbwd	Human	55871	17134	CBWD1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cbx2	327291	ZDB-GENE-030131-5502	cbx2	Human	84733	1552	CBX2	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cbx4	573110	ZDB-GENE-040329-2	cbx4	Human	8535	1554	CBX4	12	12.37	high	Yes	Yes	Compara, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cbx5	563396	ZDB-GENE-030131-5553	cbx5	Human	23468	1555	CBX5	13	13.34	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cby1	326875	ZDB-GENE-030131-5074	cby1	Human	25776	1307	CBY1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cc2d1b	563720	ZDB-GENE-030131-1426	cc2d1b	Human	200014	29386	CC2D1B	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
cc2d2a	570250	ZDB-GENE-030131-2291	cc2d2a	Human	57545	29253	CC2D2A	13	13.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
ccar1	568087	ZDB-GENE-030131-146	ccar1	Human	55749	24236	CCAR1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccar2	564155	ZDB-GENE-091204-207	ccar2	Human	57805	23360	CCAR2	9	9.63	high	Yes	Yes	Compara, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, ZFIN
ccbe1	555629	ZDB-GENE-090506-7	ccbe1	Human	147372	29426	CCBE1	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccbl1	791592	ZDB-GENE-040426-2676	kyat1	Human	883	1564	KYAT1	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
ccdc102a	325319	ZDB-GENE-030131-4044	ccdc102a	Human	92922	28097	CCDC102A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc103	437026	ZDB-GENE-040718-253	ccdc103	Human	388389	32700	CCDC103	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc113	450041	ZDB-GENE-041010-163	ccdc113	Human	29070	25002	CCDC113	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccdc114	492767	ZDB-GENE-041114-110	ccdc114	Human	93233	26560	CCDC114	8	8.32	high	Yes	Yes	Compara, OMA, OrthoDB, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccdc115	503608	ZDB-GENE-050227-20	ccdc115	Human	84317	28178	CCDC115	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc12	793027	ZDB-GENE-040801-108	ccdc12	Human	151903	28332	CCDC12	10	10.32	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
ccdc120	768286	ZDB-GENE-061027-93	ccdc120	Human	90060	28910	CCDC120	12	12.31	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
ccdc124	393537	ZDB-GENE-040426-1483	ccdc124	Human	115098	25171	CCDC124	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc125	565477	ZDB-GENE-060526-104	ccdc125	Human	202243	28924	CCDC125	13	13.34	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccdc126	751690	ZDB-GENE-060503-11	ccdc126	Human	90693	22398	CCDC126	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccdc13	555345	ZDB-GENE-061207-11	ccdc13	Human	152206	26358	CCDC13	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc130	402887	ZDB-GENE-040912-36	ccdc130	Human	81576	28118	CCDC130	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc135	555782	ZDB-GENE-120406-10	ccdc135	Human	84229	25289	DRC7	12	11.87	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
ccdc136b	100321715	ZDB-GENE-081104-244	ccdc136b	Human	64753	22225	CCDC136	7	7.26	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, orthoMCL, RoundUp, ZFIN
ccdc137	767789	ZDB-GENE-060929-1206	ccdc137	Human	339230	33451	CCDC137	10	10.26	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
ccdc14	562752	ZDB-GENE-120215-134	ccdc14	Human	64770	25766	CCDC14	10	10.41	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam, ZFIN
ccdc141	553274	ZDB-GENE-081104-472	ccdc141	Human	285025	26821	CCDC141	6	6.37	high	Yes	Yes	Homologene, OrthoDB, OrthoFinder, orthoMCL, TreeFam, ZFIN
ccdc142	569287	ZDB-GENE-030131-6705	ccdc142	Human	84865	25889	CCDC142	7	7.44	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
ccdc146	767671	ZDB-GENE-041210-217	ccdc146	Human	57639	29296	CCDC146	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
