ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
dock8	403040	ZDB-GENE-060503-743	dock8	Mouse	76088	1921396	Dock8	13	13.39	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dock9b	100151488	ZDB-GENE-090916-2	dock9b	Mouse	105445	106321	Dock9	14	14.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dohh	321732	ZDB-GENE-030131-451	dohh	Mouse	102115	1915964	Dohh	13	13.36	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dok2	100001537	ZDB-GENE-080721-4	dok2	Mouse	13449	1332623	Dok2	8	8.37	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
dok6	795289	ZDB-GENE-070410-50	dok6	Mouse	623279	3639495	Dok6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dok7	557881	ZDB-GENE-090312-103	dok7	Mouse	231134	3584043	Dok7	7	7.29	high	Yes	Yes	Compara, eggNOG, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
dolk	799960	ZDB-GENE-070410-59	dolk	Mouse	227697	2677836	Dolk	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dolpp1	474331	ZDB-GENE-041024-11	dolpp1	Mouse	57170	1914093	Dolpp1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dot1l	559945	ZDB-GENE-060503-341	dot1l	Mouse	208266	2143886	Dot1l	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dpagt1	566539	ZDB-GENE-060526-18	dpagt1	Mouse	13478	1196396	Dpagt1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpcd	751660	ZDB-GENE-060825-166	dpcd	Mouse	226162	1924407	Dpcd	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpep1	768195	ZDB-GENE-061013-388	dpep1	Mouse	13479	94917	Dpep1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpf1	566219	ZDB-GENE-050913-31	dpf1	Mouse	29861	1352748	Dpf1	7	7.35	high	Yes	Yes	Compara, OMA, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
dpf3	562738	ZDB-GENE-041014-190	dpf3	Mouse	70127	1917377	Dpf3	12	12.49	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
dph1	550559	ZDB-GENE-050417-411	dph1	Mouse	116905	2151233	Dph1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dph2	562538	ZDB-GENE-030219-100	dph2	Mouse	67728	1914978	Dph2	13	13.39	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dph3	553692	ZDB-GENE-050522-545	dph3	Mouse	105638	1922658	Dph3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dph5	492514	ZDB-GENE-041114-85	dph5	Mouse	69740	1916990	Dph5	10	9.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
dph6	503603	ZDB-GENE-050227-15	dph6	Mouse	66632	1913882	Dph6	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dph7	564032	ZDB-GENE-070410-57	dph7	Mouse	67228	1914478	Dph7	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpm1	445202	ZDB-GENE-040801-115	dpm1	Mouse	13480	1330239	Dpm1	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
dpm2	796295	ZDB-GENE-030131-9093	dpm2	Mouse	13481	1330238	Dpm2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpm3	393782	ZDB-GENE-040426-1782	dpm3	Mouse	68563	1915813	Dpm3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpp3	322527	ZDB-GENE-030131-1247	dpp3	Mouse	75221	1922471	Dpp3	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpp7	503737	ZDB-GENE-050306-16	dpp7	Mouse	83768	1933213	Dpp7	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpp9	768170	ZDB-GENE-061013-777	dpp9	Mouse	224897	2443967	Dpp9	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpt	555282	ZDB-GENE-060312-9	dpt	Mouse	56429	1928392	Dpt	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpy19l1l	368327	ZDB-GENE-030521-11	dpy19l1l	Mouse	244745	1915685	Dpy19l1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dpy19l3	796987	ZDB-GENE-100319-1	dpy19l3	Mouse	233115	2443952	Dpy19l3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpy30	436711	ZDB-GENE-040718-136	dpy30	Mouse	66310	1913560	Dpy30	13	13.33	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
dpys	100144569	ZDB-GENE-070508-1	dpys	Mouse	64705	1928679	Dpys	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpysl2b	553412	ZDB-GENE-031105-1	dpysl2b	Mouse	12934	1349763	Dpysl2	9	9.26	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
dpysl3	553166	ZDB-GENE-050720-2	dpysl3	Mouse	22240	1349762	Dpysl3	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dpysl4	553411	ZDB-GENE-050720-3	dpysl4	Mouse	26757	1349764	Dpysl4	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dr1	768171	ZDB-GENE-061013-797	dr1	Mouse	13486	1100515	Dr1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dram1	450028	ZDB-GENE-041010-147	dram1	Mouse	71712	1918962	Dram1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dram2b	415225	ZDB-GENE-040625-141	dram2b	Mouse	67171	1914421	Dram2	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
drap1	321681	ZDB-GENE-030131-400	drap1	Mouse	66556	1913806	Drap1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
drc1	100034551	ZDB-GENE-041001-218	drc1	Mouse	381738	2685906	Drc1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
drd3	282554	ZDB-GENE-021119-1	drd3	Mouse	13490	94925	Drd3	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
drd4a	503564	ZDB-GENE-070112-996	drd4a	Mouse	13491	94926	Drd4	11	11.11	moderate	Yes	No	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam, ZFIN
drg1	336823	ZDB-GENE-030131-8767	drg1	Mouse	13494	1343297	Drg1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
drg2	323355	ZDB-GENE-040808-29	drg2	Mouse	13495	1342307	Drg2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
drp2	558055	ZDB-GENE-070228-4	drp2	Mouse	13497	107432	Drp2	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
dsc2l	560091	ZDB-GENE-031116-55	dsc2l	Mouse	13505	109173	Dsc1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dscaml1	100002762		dscaml1	Mouse	114873	2150309	Dscaml1	9	8.68	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoFinder, orthoMCL, Phylome, RoundUp, TreeFam
dscc1	447872	ZDB-GENE-040912-35	dscc1	Mouse	72107	1919357	Dscc1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dse	568713	ZDB-GENE-041001-202	dse	Mouse	212898	2443455	Dse	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dsela	568099	ZDB-GENE-030131-7517	dsela	Mouse	319901	2442948	Dsel	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dspa	324023	ZDB-GENE-030131-2743	dspa	Mouse	109620	109611	Dsp	6	5.9	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, Panther, TreeFam
dstyk	402922	ZDB-GENE-040826-2	dstyk	Mouse	213452	1925064	Dstyk	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dtd1	445046	ZDB-GENE-040801-175	dtd1	Mouse	66044	1913294	Dtd1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dtd2	445510	ZDB-GENE-040822-45	dtd2	Mouse	328092	1923485	Dtd2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dtl	192314	ZDB-GENE-020419-34	dtl	Mouse	76843	1924093	Dtl	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dtna	794932	ZDB-GENE-070117-2	dtna	Mouse	13527	106039	Dtna	12	12.27	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dtwd1	449778	ZDB-GENE-041010-23	dtwd1	Mouse	69185	1916435	Dtwd1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dtwd2	100537837	ZDB-GENE-120215-183	dtwd2	Mouse	68857	1916107	Dtwd2	11	10.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
dtx1	101885597	ZDB-GENE-130503-1	dtx1	Mouse	14357	1352744	Dtx1	5	5.54	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, Panther, ZFIN
dtx2	568626	ZDB-GENE-081022-150	dtx2	Mouse	74198	1921448	Dtx2	9	9.3	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
dtx4	100037355	ZDB-GENE-070410-129	dtx4b	Mouse	207521	2672905	Dtx4	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dtymk	567734	ZDB-GENE-990603-11	dtymk	Mouse	21915	108396	Dtymk	10	10.48	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, Panther, RoundUp, TreeFam, ZFIN
dub	566846	ZDB-GENE-060825-81	dub	Mouse	226594	2676394	Rcsd1	6	5.7	high	Yes	Yes	Compara, eggNOG, orthoMCL, Panther, Phylome, TreeFam
duox	565097	ZDB-GENE-091117-14	duox	Mouse	99439	2139422	Duox1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dus1l	322715	ZDB-GENE-030131-1435	dus1l	Mouse	68730	1915980	Dus1l	10	9.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
dus2	100003049	ZDB-GENE-100922-233	dus2	Mouse	66369	1913619	Dus2	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dus3l	393647	ZDB-GENE-040426-1260	dus3l	Mouse	224907	2147092	Dus3l	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dus4l	445096	ZDB-GENE-040801-233	dus4l	Mouse	71916	1919166	Dus4l	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dusp1	406340	ZDB-GENE-040426-2018	dusp1	Mouse	19252	105120	Dusp1	9	8.76	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
dusp10	100034609	ZDB-GENE-041014-271	dusp10	Mouse	63953	1927070	Dusp10	12	12.31	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
dusp11	550417	ZDB-GENE-050417-226	dusp11	Mouse	72102	1919352	Dusp11	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dusp12	573998	ZDB-GENE-050626-91	dusp12	Mouse	80915	1890614	Dusp12	12	12.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dusp13a	568887	ZDB-GENE-080204-69	dusp13a	Mouse	27389	1351599	Dusp13	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dusp14	450040	ZDB-GENE-041010-162	dusp14	Mouse	56405	1927168	Dusp14	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dusp16	406523	ZDB-GENE-040426-2360	dusp16	Mouse	70686	1917936	Dusp16	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dusp19b	406252	ZDB-GENE-040502-1	dusp19b	Mouse	68082	1915332	Dusp19	8	8.38	moderate	Yes	No	eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
dusp2	445057	ZDB-GENE-040801-188	dusp2	Mouse	13537	101911	Dusp2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dusp28	100005205	ZDB-GENE-131127-257	dusp28	Mouse	67446	1914696	Dusp28	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dusp3a	100000665	ZDB-GENE-111207-3	dusp3a	Mouse	72349	1919599	Dusp3	13	13.46	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dusp4	394146	ZDB-GENE-040426-709	dusp4	Mouse	319520	2442191	Dusp4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dusp5	114436	ZDB-GENE-010625-1	dusp5	Mouse	240672	2685183	Dusp5	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dusp6	353314	ZDB-GENE-030613-1	dusp6	Mouse	67603	1914853	Dusp6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dusp7	327246	ZDB-GENE-030131-5457	dusp7	Mouse	235584	2387100	Dusp7	11	10.86	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
dusp8a	393854	ZDB-GENE-040426-1842	dusp8a	Mouse	18218	106626	Dusp8	10	10.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
dvl2	323630	ZDB-GENE-041118-20	dvl2	Mouse	13543	106613	Dvl2	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dym	572325	ZDB-GENE-091204-348	dym	Mouse	69190	1918480	Dym	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
dync1i1	561525	ZDB-GENE-061215-62	dync1i1	Mouse	13426	107743	Dync1i1	12	12.27	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
dync1li1	556103	ZDB-GENE-030131-4108	dync1li1	Mouse	235661	2135610	Dync1li1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dync1li2	573266	ZDB-GENE-050417-156	dync1li2	Mouse	234663	107738	Dync1li2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dync2li1	393452	ZDB-GENE-040426-1230	dync2li1	Mouse	213575	1913996	Dync2li1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dynlrb1	394163	ZDB-GENE-040426-989	dynlrb1	Mouse	67068	1914318	Dynlrb1	13	13.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
dynlt1	565740	ZDB-GENE-041210-9	dynlt1	Mouse	100040563	3807476	Dynlt1c	8	7.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, TreeFam
dynlt3	402901	ZDB-GENE-040927-24	dynlt3	Mouse	67117	1914367	Dynlt3	14	14.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dyrk1b	556212	ZDB-GENE-060503-499	dyrk1b	Mouse	13549	1330302	Dyrk1b	9	8.83	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
dyrk2	557602	ZDB-GENE-030131-2804	dyrk2	Mouse	69181	1330301	Dyrk2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dyrk4	564976	ZDB-GENE-091015-3	dyrk4	Mouse	101320	1330292	Dyrk4	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dysf	560924	ZDB-GENE-070501-1	dysf	Mouse	26903	1349385	Dysf	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
dytn	563097	ZDB-GENE-070124-2	dytn	Mouse	241073	2685061	Dytn	11	11.32	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
dzip1	402875	ZDB-GENE-040526-1	dzip1	Mouse	66573	1914311	Dzip1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
dzip1l	553313	ZDB-GENE-051113-196	dzip1l	Mouse	72507	1919757	Dzip1l	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
e2f3	791146	ZDB-GENE-070112-882	e2f3	Mouse	13557	1096340	E2f3	12	12.4	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam, ZFIN
e2f4	406741	ZDB-GENE-040426-2773	e2f4	Mouse	104394	103012	E2f4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
e2f5	402908	ZDB-GENE-030828-3	e2f5	Mouse	13559	105091	E2f5	10	10.4	high	Yes	Yes	Compara, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
