MouseGeneID	MouseGeneID.1	MGIID	MouseSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Cldn6	54419	1859284	Cldn6	Human	9074	2048	CLDN6	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cldn7	53624	1859285	Cldn7	Human	1366	2049	CLDN7	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Cldn9	56863	1913100	Cldn9	Human	9080	2051	CLDN9	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cldnd2	74276	1921526	Cldnd2	Human	125875	28511	CLDND2	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec11a	20256	1298219	Clec11a	Human	6320	10576	CLEC11A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec12a	232413	3040968	Clec12a	Human	160364	31713	CLEC12A	11	11.53	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam
Clec12b	71183	1918433	Clec12b	Human	387837	31966	CLEC12B	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec14a	66864	1914114	Clec14a	Human	161198	19832	CLEC14A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec16a	74374	1921624	Clec16a	Human	23274	29013	CLEC16A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec18a	353287	2672935	Clec18a	Human	497190	33849	CLEC18B	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec1a	243653	2444151	Clec1a	Human	51267	24355	CLEC1A	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec1b	56760	1913287	Clec1b	Human	51266	24356	CLEC1B	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec2l	665180	2141402	Clec2l	Human	154790	21969	CLEC2L	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec3a	403395	2685642	Clec3a	Human	10143	2052	CLEC3A	13	13.43	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Clec3b	21922	104540	Clec3b	Human	7123	11891	CLEC3B	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec4d	17474	1298389	Clec4d	Human	338339	14554	CLEC4D	13	13.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clec4e	56619	1861232	Clec4e	Human	26253	14555	CLEC4E	13	13.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clec4f	51811	1859834	Clec4f	Human	165530	25357	CLEC4F	12	12.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clec4g	75863	1923113	Clec4g	Human	339390	24591	CLEC4G	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec4n	56620	1861231	Clec4n	Human	93978	14556	CLEC6A	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec5a	23845	1345151	Clec5a	Human	23601	2054	CLEC5A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec7a	56644	1861431	Clec7a	Human	64581	14558	CLEC7A	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clec9a	232414	2444608	Clec9a	Human	283420	26705	CLEC9A	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clgn	12745	107472	Clgn	Human	1047	2060	CLGN	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clic1	114584	2148924	Clic1	Human	1192	2062	CLIC1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clic3	69454	1916704	Clic3	Human	9022	2064	CLIC3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clic4	29876	1352754	Clic4	Human	25932	13518	CLIC4	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clic5	224796	1917912	Clic5	Human	53405	13517	CLIC5	14	14.2	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Clic6	209195	2146607	Clic6	Human	54102	2065	CLIC6	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clint1	216705	2144243	Clint1	Human	9685	23186	CLINT1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clip1	56430	1928401	Clip1	Human	6249	10461	CLIP1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clip2	269713	1313136	Clip2	Human	7461	2586	CLIP2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clip3	76686	1923936	Clip3	Human	25999	24314	CLIP3	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clip4	78785	1919100	Clip4	Human	79745	26108	CLIP4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clk1	12747	107403	Clk1	Human	1195	2068	CLK1	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clk2	12748	1098669	Clk2	Human	1196	2069	CLK2	14	14.33	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Clk3	102414	1098670	Clk3	Human	1198	2071	CLK3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clk4	12750	1098551	Clk4	Human	57396	13659	CLK4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clmn	94040	2136957	Clmn	Human	79789	19972	CLMN	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cln3	12752	107537	Cln3	Human	1201	2074	CLN3	13	13.39	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cln5	211286	2442253	Cln5	Human	1203	2076	CLN5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cln6	76524	2159324	Cln6	Human	54982	2077	CLN6	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cln8	26889	1349447	Cln8	Human	2055	2079	CLN8	14	14.37	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clnk	27278	1351468	Clnk	Human	116449	17438	CLNK	11	11.4	high	Yes	Yes	Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Clns1a	12729	109638	Clns1a	Human	1207	2080	CLNS1A	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clock	12753	99698	Clock	Human	9575	2082	CLOCK	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clp1	98985	2138968	Clp1	Human	10978	16999	CLP1	13	13.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clpb	20480	1100517	Clpb	Human	81570	30664	CLPB	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clpp	53895	1858213	Clpp	Human	8192	2084	CLPP	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clps	109791	88421	Clps	Human	1208	2085	CLPS	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clptm1	56457	1927155	Clptm1	Human	1209	2087	CLPTM1	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clptm1l	218335	2442892	Clptm1l	Human	81037	24308	CLPTM1L	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clpx	270166	1346017	Clpx	Human	10845	2088	CLPX	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clrn3	212070	2142022	Clrn3	Human	119467	20795	CLRN3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clspn	269582	2445153	Clspn	Human	63967	19715	CLSPN	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clstn1	65945	1929895	Clstn1	Human	22883	17447	CLSTN1	14	14.34	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Clstn2	64085	1929897	Clstn2	Human	64084	17448	CLSTN2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clstn3	232370	2178323	Clstn3	Human	9746	18371	CLSTN3	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clta	12757	894297	Clta	Human	1211	2090	CLTA	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Cltb	74325	1921575	Cltb	Human	1212	2091	CLTB	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cltc	67300	2388633	Cltc	Human	1213	2092	CLTC	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Clu	12759	88423	Clu	Human	1191	2095	CLU	13	13.36	high	Yes	Yes	eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cluap1	76779	1924029	Cluap1	Human	23059	19009	CLUAP1	13	13.26	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Clvs1	74438	1921688	Clvs1	Human	157807	23139	CLVS1	15	15.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Clybl	69634	1916884	Clybl	Human	171425	18355	CLYBL	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cma1	17228	96941	Cma1	Human	1215	2097	CMA1	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmah	12763	103227	Cmah	Human	8418	2098	CMAHP	5	5.55	high	Yes	Yes	HGNC, Hieranoid, Isobase, OrthoInspector, Panther
Cmas	12764	1337124	Cmas	Human	55907	18290	CMAS	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Cmbl	69574	1916824	Cmbl	Human	134147	25090	CMBL	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmc1	67899	1915149	Cmc1	Human	152100	28783	CMC1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmklr1	14747	109603	Cmklr1	Human	1240	2121	CMKLR1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmpk1	66588	1913838	Cmpk1	Human	51727	18170	CMPK1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmpk2	22169	99830	Cmpk2	Human	129607	27015	CMPK2	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmtm1	100504164	2447159	Cmtm1	Human	113540	19172	CMTM1	7	7.4	high	Yes	Yes	Compara, eggNOG, HGNC, OMA, OrthoFinder, Panther, TreeFam
Cmtm3	68119	2447162	Cmtm3	Human	123920	19174	CMTM3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmtm4	97487	2142888	Cmtm4	Human	146223	19175	CMTM4	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmtm5	67272	2447164	Cmtm5	Human	116173	19176	CMTM5	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmtm6	67213	2447165	Cmtm6	Human	54918	19177	CMTM6	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmtm7	102545	2447166	Cmtm7	Human	112616	19178	CMTM7	13	13.39	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Cmtm8	70031	2447167	Cmtm8	Human	152189	19179	CMTM8	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cmya5	76469	1923719	Cmya5	Human	202333	14305	CMYA5	13	13.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnbp	12785	88431	Cnbp	Human	7555	13164	CNBP	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cndp1	338403	2451097	Cndp1	Human	84735	20675	CNDP1	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cndp2	66054	1913304	Cndp2	Human	55748	24437	CNDP2	15	15.24	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnfn	72383	1919633	Cnfn	Human	84518	30183	CNFN	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnga1	12788	88436	Cnga1	Human	1259	2148	CNGA1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnga4	233649	2664099	Cnga4	Human	1262	2152	CNGA4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cngb1	333329	2664102	Cngb1	Human	1258	2151	CNGB1	13	13.34	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Cngb3	30952	1353562	Cngb3	Human	54714	2153	CNGB3	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnih2	12794	1277225	Cnih2	Human	254263	28744	CNIH2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnih3	72978	1920228	Cnih3	Human	149111	26802	CNIH3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnih4	98417	1925828	Cnih4	Human	29097	25013	CNIH4	14	14.4	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Cnksr1	194231	2670958	Cnksr1	Human	10256	19700	CNKSR1	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnksr2	245684	2661175	Cnksr2	Human	22866	19701	CNKSR2	16	16.25	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnksr3	215748	2674130	Cnksr3	Human	154043	23034	CNKSR3	14	14.34	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Cnn1	12797	104979	Cnn1	Human	1264	2155	CNN1	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnn2	12798	105093	Cnn2	Human	1265	2156	CNN2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnn3	71994	1919244	Cnn3	Human	1266	2157	CNN3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnnm1	83674	1891366	Cnnm1	Human	26507	102	CNNM1	14	14.27	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Cnnm2	94219	2151054	Cnnm2	Human	54805	103	CNNM2	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnnm3	94218	2151055	Cnnm3	Human	26505	104	CNNM3	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnnm4	94220	2151060	Cnnm4	Human	26504	105	CNNM4	15	15.3	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cnot1	234594	2442402	Cnot1	Human	23019	7877	CNOT1	14	14.21	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Cnot10	78893	1926143	Cnot10	Human	25904	23817	CNOT10	14	14.29	high	Yes	Yes	Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
