FlyGeneID	ZebrafishGeneID	MouseGeneID	HumanSymbol
mor	smarcc2	Smarcc2	SMARCC2
mr	anapc2	Anapc2	ANAPC2
mri	btbd10a	Btbd10	BTBD10
mrj	dnajb6b	Dnajb6	DNAJB6
msk	ipo7	Ipo7	IPO7
msl-1	msl1a	Msl1	MSL1
msl-2	msl2b	Msl2	MSL2
msps	ckap5	Ckap5	CKAP5
mst	msto1	Msto1	MSTO1
mtSSB	ssbp1	Ssbp1	SSBP1
mtTFB2	tfb2m	Tfb2m	TFB2M
mtd	oxr1b	Oxr1	OXR1
mtm	mtmr2	Mtmr2	MTMR2
mub	pcbp2	Pcbp2	PCBP2
muc	dlat	Dlat	DLAT
mura	rnf38	Rnf38	RNF38
mus101	topbp1	Topbp1	TOPBP1
mus201	ercc5	Ercc5	ERCC5
mus301	helq	Helq	HELQ
mus81	mus81	Mus81	MUS81
muskelin	mkln1	Mkln1	MKLN1
mute	gon4l	Gon4l	GON4L
mv	lyst	Lyst	LYST
mys	itgb1a	Itgb1	ITGB1
nac	slc35c1	Slc35c1	SLC35C1
nbs	nbn	Nbn	NBN
ncd	kifc1	Kifc5b	KIFC1
nclb	pwp1	Pwp1	PWP1
ncm	cwc22	Cwc22	CWC22
neb	kif14	Kif14	KIF14
nero	dohh	Dohh	DOHH
nes	lpcat3	Lpcat3	LPCAT3
nesd	shcbp1	Shcbp1	SHCBP1
niki	nek8	Nek8	NEK8
ninaB	bco2b	Bco2	BCO2
nito	rbm15	Rbm15	RBM15
nmdyn-D6	nme6	Nme6	NME6
nmdyn-D7	nme7	Nme7	NME7
nmo	nlk2	Nlk	NLK
nocte	prrc2a	Prrc2a	PRRC2A
noi	sf3a3	Sf3a3	SF3A3
nolo	adamtsl3	Adamtsl3	ADAMTSL3
nompB	ift88	Ift88	IFT88
nonC	smg1	Smg1	SMG1
nop5	nop58	Nop58	NOP58
nos	nanos1	Nanos1	NANOS1
not	usp22	Usp22	USP22
nst	pgm3	Pgm3	PGM3
nub	pou2f2a	Pou2f2	POU2F2
nudC	nudc	Nudc	NUDC
nudE	ndel1b	Ndel1	NDEL1
nuf	rab11fip4a	Rab11fip4	RAB11FIP4
numb	numbl	Numbl	NUMBL
obe	ascc3	Ascc3	ASCC3
ohgt	crbn	Crbn	CRBN
okr	rad54l	Rad54l	RAD54L
olf186-M	tespa1	Tespa1	TESPA1
omd	ints5	Ints5	INTS5
or	ap3s2	Ap3s2	AP3S2
osa	arid1b	Arid1b	ARID1B
osp	mprip	Mprip	MPRIP
oxt	xylt1	Xylt1	XYLT1
oys	mboat2a	Mboat2	MBOAT2
p	hps5	Hps5	HPS5
p115	uso1	Uso1	USO1
p120ctn	ctnnd2b	Ctnnd2	CTNND2
p23	ptges3a	Ptges3	PTGES3
pAbp	pabpc1a	Pabpc1	PABPC1
papi	tdrkh	Tdrkh	TDRKH
par-1	mark3b	Mark3	MARK3
par-6	pard6gb	Pard6g	PARD6G
pasha	dgcr8	Dgcr8	DGCR8
pav	kif23	Kif23	KIF23
pbl	ect2	Ect2	ECT2
pch2	trip13	Trip13	TRIP13
pcm	xrn1	Xrn1	XRN1
pdm3	pou6f1	Pou6f1	POU6F1
pds5	pds5a	Pds5a	PDS5A
pea	dhx8	Dhx8	DHX8
peb	rreb1a	Rreb1	RREB1
pelo	pelo	Pelo	PELO
pen-2	psenen	Psenen	PSENEN
per	per2	Per2	PER2
ph-d	phc2a	Phc2	PHC2
pic	ddb1	Ddb1	DDB1
pico	raph1b	Raph1	RAPH1
pigs	gas2l1	Gas2l1	GAS2L1
pins	gpsm2	Gpsm2	GPSM2
pit	ddx18	Ddx18	DDX18
pix	abce1	Abce1	ABCE1
pkaap	akap10	Akap10	AKAP10
pll	irak1	Irak1	IRAK1
plx	tbc1d4	Tbc1d4	TBC1D4
pns	dennd5b	Dennd5b	DENND5B
pnt	ets2	Ets2	ETS2
poe	ubr4	Ubr4	UBR4
polo	plk1	Plk1	PLK1
polybromo	pbrm1	Pbrm1	PBRM1
pont	ruvbl1	Ruvbl1	RUVBL1
porin	vdac2	Vdac2	VDAC2
ppan	ppan	Ppan	PPAN
ppl	gcshb	Gcsh	GCSH
pps	phf3	Phf3	PHF3
prd1	plekhm2	Plekhm2	PLEKHM2
prel	prelid1a	Prelid1	PRELID1
prominin-like	prom1a	Prom1	PROM1
psidin	naa25	Naa25	NAA25
ptc	ptch2	Ptch2	PTCH2
puf	usp24	Usp24	USP24
pug	mthfd1b	Mthfd1	MTHFD1
put	acvr2aa	Acvr2a	ACVR2A
pyd	tjp2a	Tjp2	TJP2
pyd3	upb1	Upb1	UPB1
pygo	pygo2	Pygo2	PYGO2
qless	pdss1	Pdss1	PDSS1
qm	ggps1	Ggps1	GGPS1
r	cad	Cad	CAD
r-l	umps	Umps	UMPS
r2d2	tarbp2	Tarbp2	TARBP2
rad50	rad50	Rad50	RAD50
raptor	rptor	Rptor	RPTOR
rasp	hhat	Hhat	HHAT
rdx	spop	Spop	SPOP
rec	mcm8	Mcm8	MCM8
red	lysmd2	Lysmd2	LYSMD2
ref(2)P	sqstm1	Sqstm1	SQSTM1
rempA	ift140	Ift140	IFT140
rept	ruvbl2	Ruvbl2	RUVBL2
retm	sec14l1	Sec14l1	SEC14L1
rho-5	rhbdf1a	Rhbdf1	RHBDF1
rictor	rictorb	Rictor	RICTOR
rig	gemin5	Gemin5	GEMIN5
rin	g3bp1	G3bp1	G3BP1
rl	mapk1	Mapk1	MAPK1
rngo	ddi2	Ddi2	DDI2
rnh1	rnaseh1	Rnaseh1	RNASEH1
rogdi	rogdi	Rogdi	ROGDI
rols	tanc2a	Tanc2	TANC2
rt	pomt1	Pomt1	POMT1
rtet	mfsd10	Mfsd10	MFSD10
rtp	morn4	Morn4	MORN4
rudhira	bcas3	Bcas3	BCAS3
rump	hnrnpm	Hnrnpm	HNRNPM
rush	plekhf2	Plekhf2	PLEKHF2
ry	xdh	Xdh	XDH
san	naa50	Naa50	NAA50
sav	sav1	Sav1	SAV1
sax	acvr1l	Acvr1	ACVR1
sba	mbd6	Mbd6	MBD6
sbb	znf609a	Zfp609	ZNF609
scaf6	cherp	Cherp	CHERP
scat	vps54	Vps54	VPS54
scf	calua	Calu	CALU
scny	usp36	Usp36	USP36
scrib	scrib	Scrib	SCRIB
scu	hsd17b10	Hsd17b10	HSD17B10
sds22	ppp1r7	Ppp1r7	PPP1R7
sdt	mpp5a	Mpp5	MPP5
sea	slc25a1b	Slc25a1	SLC25A1
sel	cnpy2	Cnpy2	CNPY2
senju	slc35a5	Slc35a5	SLC35A5
sesB	slc25a4	Slc25a4	SLC25A4
sgl	ugdh	Ugdh	UGDH
shn	hivep2a	Hivep2	HIVEP2
shop	suox	Suox	SUOX
shot	macf1a	Macf1	MACF1
shps	mao	Maob	MAOB
shtd	anapc1	Anapc1	ANAPC1
shv	dnajb11	Dnajb11	DNAJB11
sif	tiam1a	Tiam1	TIAM1
sigmar	tnfaip8l1	Tnfaip8l1	TNFAIP8L1
sima	hif1ab	Hif1a	HIF1A
simj	gatad2ab	Gatad2a	GATAD2A
sina	siah1	Siah1a	SIAH1
sip1	tfip11	Tfip11	TFIP11
sip3	syvn1	Syvn1	SYVN1
siz	iqsec1b	Iqsec1	IQSEC1
sl	plcg2	Plcg2	PLCG2
slbo	cebpa	Cebpa	CEBPA
slim	klhdc10	Klhdc10	KLHDC10
sll	slc35b2	Slc35b2	SLC35B2
slow	egfl7	Egfl7	EGFL7
slpr	map3k10	Map3k10	MAP3K10
smal	ddr1	Ddr1	DDR1
smg	samd4a	Samd4	SAMD4A
smid	nvl	Nvl	NVL
smo	smo	Smo	SMO
snRNP-U1-70K	snrnp70	Snrnp70	SNRNP70
snRNP-U1-C	snrpc	Snrpc	SNRPC
snama	rbbp6	Rbbp6	RBBP6
snf	snrpb2	Snrpb2	SNRPB2
snz	snx25	Snx25	SNX25
sotv	ext2	Ext2	EXT2
sowah	sowahcb	Sowahc	SOWAHC
spag	rpap3	Rpap3	RPAP3
spas	spast	Spast	SPAST
spel1	msh2	Msh2	MSH2
spict	nipa2	Nipa2	NIPA2
spin	spns1	Spns1	SPNS1
spir	spire1a	Spire1	SPIRE1
spn-A	rad51	Rad51	RAD51
spn-B	xrcc3	Xrcc3	XRCC3
spn-D	rad51c	Rad51c	RAD51C
spoon	akap1b	Akap1	AKAP1
sqa	mylk3	Mylk3	MYLK3
sr	egr2b	Egr2	EGR2
sra	rcan3	Rcan3	RCAN3
sro	bdh1	Bdh1	BDH1
ss	ahr1b	Ahr	AHR
ssp3	scaper	Scaper	SCAPER
ssp6	grasp	Grasp	GRASP
sta	rpsa	Rpsa	RPSA
stan	celsr1a	Celsr1	CELSR1
stas	tmem41b	Tmem41b	TMEM41B
stck	lims1	Lims1	LIMS1
ste14	icmt	Icmt	ICMT
strat	rabif	Rabif	RABIF
stumps	pik3ap1	Pik3ap1	PIK3AP1
stv	bag4	Bag4	BAG4
stx	midn	Midn	MIDN
sty	spry2	Spry2	SPRY2
su(f)	cstf3	Cstf3	CSTF3
su(sable)	zc3h4	Zc3h4	ZC3H4
su(w[a])	sfswap	Sfswap	SFSWAP
sub	kif20a	Kif20a	KIF20A
sud1	ogfod1	Ogfod1	OGFOD1
sv	pax8	Pax8	PAX8
svr	cpda	Cpd	CPD
swm	rbm27	Rbm27	RBM27
sws	pnpla7b	Pnpla7	PNPLA7
tacc	tacc3	Tacc3	TACC3
tai	ncoa2	Ncoa2	NCOA2
tam	polg	Polg	POLG
tamo	spata2	Spata2	SPATA2
tank	ei24	Ei24	EI24
tbrd-1	brd2a	Brd2	BRD2
tbrd-3	brd4	Brd4	BRD4
tefu	atm	Atm	ATM
temp	ptar1	Ptar1	PTAR1
teq	prss12	Prss12	PRSS12
tex	thoc3	Thoc3	THOC3
tgo	arnt	Arnt	ARNT
tho2	thoc2	Thoc2	THOC2
thoc5	thoc5	Thoc5	THOC5
thoc6	thoc6	Thoc6	THOC6
thoc7	thoc7	Thoc7	THOC7
tj	mafb	Maf	MAF
tmod	tmod1	Tmod1	TMOD1
tna	zmiz1a	Zmiz1	ZMIZ1
tos	exo1	Exo1	EXO1
trbl	trib2	Trib2	TRIB2
trc	stk38a	Stk38	STK38
trio	trioa	Trio	TRIO
trsn	tsn	Tsn	TSN
trus	pdcd2l	Pdcd2l	PDCD2L
tst	skiv2l	Skiv2l	SKIV2L
tty	ttyh3b	Ttyh3	TTYH3
tun	wdyhv1	Wdyhv1	WDYHV1
tw	pomt2	Pomt2	POMT2
twin	cnot6l	Cnot6l	CNOT6L
twr	sec11a	Sec11a	SEC11A
tzn	hagh	Hagh	HAGH
unk	unk	Unk	UNK
usp	rxraa	Rxra	RXRA
vap	rasa1a	Rasa1	RASA1
vari	mpp6b	Mpp6	MPP6
veli	lin7c	Lin7c	LIN7C
vib	pitpnb	Pitpnb	PITPNB
vih	ube2c	Ube2c	UBE2C
vito	nol12	Nol12	NOL12
vlc	dlgap4b	Dlgap4	DLGAP4
vn	nrg2a	Nrg2	NRG2
vri	nfil3	Nfil3	NFIL3
vsg	cd164	Cd164	CD164
wap	dcaf7	Dcaf7	DCAF7
waw	guf1	Guf1	GUF1
wcd	utp18	Utp18	UTP18
wcy	waca	Wac	WAC
wda	taf5l	Taf5l	TAF5L
wde	atf7ip	Atf7ip	ATF7IP
wfs1	wfs1b	Wfs1	WFS1
wge	tnrc18	Tnrc18	TNRC18
wkd	tbc1d10ab	Tbc1d10a	TBC1D10A
wls	wls	Wls	WLS
wnd	map3k12	Map3k12	MAP3K12
woc	zmym4	Zmym4	ZMYM4
wol	alg5	Alg5	ALG5
wrd	ppp2r5cb	Ppp2r5c	PPP2R5C
wts	lats1	Lats1	LATS1
wuho	wdr4	Wdr4	WDR4
wupA	tnni2a.3	Tnni2	TNNI2
x16	srsf7a	Srsf7	SRSF7
xit	alg8	Alg8	ALG8
yata	scyl1	Scyl1	SCYL1
yem	ubn2b	Ubn2	UBN2
yip2	acaa2	Acaa2	ACAA2
yps	ybx1	Ybx1	YBX1
ytr	snrnp27	Snrnp27	SNRNP27
zda	fkbp8	Fkbp8	FKBP8
zetaCOP	copz1	Copz1	COPZ1
zip	myh10	Myh10	MYH10
zuc	pld6	Pld6	PLD6
14-3-3zeta	ywhaba	Ywhab	YWHAB
ACC	acaca	Acaca	ACACA
Act5C	actb2	Actb	ACTB
Aduk	ulk3	Ulk3	ULK3
AhcyL1	ahcyl1	Ahcyl1	AHCYL1
Aldh-III	aldh3a2a	Aldh3a2	ALDH3A2
alphaTub84B	tuba1a	Tuba1a	TUBA1A
AnxB10	anxa5b	Anxa5	ANXA5
Aps	nudt3b	Nudt3	NUDT3
Arfip	arfip2b	Arfip2	ARFIP2
ari-1	arih1l	Arih1	ARIH1
Arl5	arl5a	Arl5a	ARL5A
Arp2	actr2a	Actr2	ACTR2
asf1	asf1bb	Asf1b	ASF1B
Atac3	gabpb2a	Gabpb2	GABPB2
Atf3	atf3	Atf3	ATF3
Atx-1	atxn1a	Atxn1	ATXN1
Axn	axin2	Axin2	AXIN2
Axud1	csrnp2	Csrnp2	CSRNP2
betaTub56D	tubb4b	Tubb4b	TUBB4B
boss	gprc5bb	Gprc5b	GPRC5B
brat	trim2a	Trim2	TRIM2
BRWD3	brwd3	Brwd3	BRWD3
Bsg	bsg	Bsg	BSG
Btk29A	tec	Tec	TEC
BuGZ	znf207b	Zfp207	ZNF207
cac	cacna1ab	Cacna1a	CACNA1A
cact	nfkbiab	Nfkbia	NFKBIA
CAH7	ca9	Car9	CA9
CalpC	capn10	Capn10	CAPN10
CanA1	ppp3cca	Ppp3cc	PPP3CC
caz	fus	Fus	FUS
CD98hc	slc3a2a	Slc3a2	SLC3A2
CDC50	tmem30ab	Tmem30a	TMEM30A
CdGAPr	arhgap33	Arhgap33	ARHGAP33
Ced-12	elmo1	Elmo1	ELMO1
Cen	cdr2a	Cdr2	CDR2
CenB1A	acap3a	Acap3	ACAP3
CG10555	ss18	Ss18	SS18
CG10979	znf800a	Zfp800	ZNF800
CG1161	tmem9b	Tmem9b	TMEM9B
CG1172	ubtd1b	Ubtd1	UBTD1
CG12104	tox4a	Tox4	TOX4
CG12341	tmem170b	Tmem170b	TMEM170B
CG12730	cmtm7	Cmtm7	CMTM7
CG13124	mif4gdb	Mif4gd	MIF4GD
CG13605	rnft1	Rnft1	RNFT1
CG14079	spata6	Spata6	SPATA6
CG14309	hpse	Hpse	HPSE
CG14712	pom121	Pom121	POM121
CG14718	taf15	Taf15	TAF15
CG14763	tctex1d1	Tctex1d1	TCTEX1D1
CG14868	ccdc149b	Ccdc149	CCDC149
CG15309	ypel1	Ypel1	YPEL1
CG15365	lzts2a	Lzts2	LZTS2
CG15529	blnk	Blnk	BLNK
CG1572	marveld1	Marveld1	MARVELD1
CG15818	cd209	Cd209a	CLEC4M
CG1620	mier1b	Mier1	MIER1
CG1632	st14a	St14	ST14
CG17192	lpl	Lpl	LPL
CG17233	qser1	Qser1	QSER1
CG1801	abca2	Abca2	ABCA2
CG1847	aip	Aip	AIP
CG30122	hnrnpub	Hnrnpu	HNRNPU
CG30379	faim2a	Faim2	FAIM2
CG31064	rufy1	Rufy1	RUFY1
CG31431	fgfrl1a	Fgfrl1	FGFRL1
CG32549	nt5c2b	Nt5c2	NT5C2
CG32687	lrrc58b	Lrrc58	LRRC58
CG33181	slc41a1	Slc41a1	SLC41A1
CG34383	plekha5	Plekha5	PLEKHA5
CG3502	lnpep	Lnpep	LNPEP
CG3781	josd2	Josd2	JOSD2
CG3860	osbpl1a	Osbpl1a	OSBPL1A
CG42360	khnyn	Khnyn	KHNYN
CG42458	hnrnpc	Hnrnpc	HNRNPC
CG43313	chpfb	Chpf	CHPF
CG43658	arhgef10la	Arhgef10l	ARHGEF10L
CG43783	tex2	Tex2	TEX2
CG43980	abtb2b	Abtb2	ABTB2
CG4645	yipf2	Yipf2	YIPF2
CG4733	ppp2r3a	Ppp2r3a	PPP2R3A
CG5003	fbxl3a	Fbxl3	FBXL3
CG5004	phldb1a	Phldb1	PHLDB1
CG5731	naga	Naga	NAGA
CG6299	gltpa	Gltp	GLTP
CG6337	ctsc	Ctsc	CTSC
CG6888	prdx1	Prdx1	PRDX1
CG7497	ptger3	Ptger3	PTGER3
CG8565	srpk2	Srpk2	SRPK2
CG9650	bcl11aa	Bcl11a	BCL11A
Chd1	chd2	Chd2	CHD2
Chd64	cnn3b	Cnn3	CNN3
Cht10	chia.1	Chit1	CHIT1
cin	gphna	Gphn	GPHN
cindr	cd2ap	Cd2ap	CD2AP
CNBP	cnbpb	Cnbp	CNBP
cni	cnih2	Cnih2	CNIH2
Cnot4	cnot4b	Cnot4	CNOT4
CoRest	rcor1	Rcor1	RCOR1
COX8	cox8a	Cox8a	COX8A
csw	ptpn6	Ptpn6	PTPN6
CTPsyn	ctps1a	Ctps	CTPS1
Ctr1B	slc31a2	Slc31a2	SLC31A2
Cyp12e1	cyp11a1	Cyp11a1	CYP11A1
Dad	smad7	Smad7	SMAD7
Dgp-1	gtpbp1	Gtpbp1	GTPBP1
Dif	rela	Rela	RELA
DIP2	dip2ba	Dip2b	DIP2B
dlg1	dlg1l	Dlg1	DLG1
dlp	gpc1a	Gpc1	GPC1
Dmtn	tmcc1b	Tmcc1	TMCC1
Dp	tfdp1a	Tfdp1	TFDP1
ear	mllt1a	Mllt1	MLLT1
egr	tnfsf13b	Tnfsf13b	TNFSF13B
eIF2alpha	eif2s1b	Eif2s1	EIF2S1
eIF4A	eif4a1a	Eif4a1	EIF4A1
emc	id1	Id1	ID1
Ero1L	ero1b	Ero1lb	ERO1B
exd	pbx4	Pbx4	PBX4
Fatp2	slc27a1a	Slc27a1	SLC27A1
fbl	pank2	Pank2	PANK2
fd19B	foxj2	Foxj2	FOXJ2
Fkbp39	fkbpl	Fkbpl	FKBPL
Flo1	flot1b	Flot1	FLOT1
Flo2	flot2a	Flot2	FLOT2
foxo	foxo1a	Foxo1	FOXO1
Fur1	furina	Furin	FURIN
G9a	ehmt1b	Ehmt1	EHMT1
GABA-B-R1	gabbr1b	Gabbr1	GABBR1
Gbs-70E	ppp1r3b	Ppp1r3b	PPP1R3B
Glg1	glg1a	Glg1	GLG1
GlyS	gys1	Gys1	GYS1
Gprk2	grk4	Grk4	GRK4
hb	plagl2	Plagl2	PLAGL2
Hel25E	ddx39b	Ddx39b	DDX39B
HnRNP-K	hnrpkl	Hnrnpk	HNRNPK
hppy	map4k3a	Map4k3	MAP4K3
Hr4	nr6a1a	Nr6a1	NR6A1
Hr96	vdrb	Vdr	VDR
Hydr2	abhd2a	Abhd2	ABHD2
igl	nrgna	Nrgn	NRGN
Imp	igf2bp3	Igf2bp3	IGF2BP3
IRSp53	baiap2b	Baiap2	BAIAP2
Itgbn	itgb7	Itgb7	ITGB7
Jarid2	jarid2b	Jarid2	JARID2
jp	jph3	Jph3	JPH3
kay	fosab	Fos	FOS
KdelR	kdelr2a	Kdelr2	KDELR2
Kdm4A	kdm4b	Kdm4b	KDM4B
krz	arrb1	Arrb1	ARRB1
Ktl	kctd12.1	Kctd12	KCTD12
l(1)G0196	ppip5k2	Ppip5k2	PPIP5K2
larp	larp1	Larp1	LARP1
lid	kdm5c	Kdm5c	KDM5C
lig	ubap2l	Ubap2l	UBAP2L
Lmpt	fhl2b	Fhl2	FHL2
loqs	prkra	Prkra	PRKRA
Lrrk	lrrk1	Lrrk1	LRRK1
Mad	smad1	Smad1	SMAD1
mah	slc38a2	Slc38a2	SLC38A2
Mapmodulin	anp32b	Anp32b	ANP32B
mbc	dock5	Dock5	DOCK5
mfr	otofa	Otof	OTOF
Mlp84B	csrp1a	Csrp1	CSRP1
Moca-cyp	nktr	Nktr	NKTR
Mon1	mon1bb	Mon1b	MON1B
Mpcp1	slc25a3b	Slc25a3	SLC25A3
MstProx	tlr5a	Tlr5	TLR5
MTA1-like	mta2	Mta2	MTA2
Mtl	rhogb	Rhog	RHOG
mts	ppp2ca	Ppp2ca	PPP2CA
Mul1	mul1b	Mul1	MUL1
NaPi-III	slc20a1b	Slc20a1	SLC20A1
NAT1	eif4g2b	Eif4g2	EIF4G2
Nedd4	nedd4a	Nedd4	NEDD4
Nrx-1	nrxn1a	Nrxn1	NRXN1
olf186-F	orai2	Orai2	ORAI2
out	slc16a6b	Slc16a6	SLC16A6
pad	sp2	Sp2	SP2
Pak	pak2a	Pak2	PAK2
Pdk	pdk2a	Pdk2	PDK2
Pgant9	galnt12	Galnt12	GALNT12
Pgi	gpia	Gpi1	GPI
Pglym78	pgam1a	Pgam1	PGAM1
pho	yy1a	Yy1	YY1
Pkc98E	prkcea	Prkce	PRKCE
Pkcdelta	prkcda	Prkcd	PRKCD
PPP1R15	ppp1r15b	Ppp1r15b	PPP1R15B
Prip	aqp1a.1	Aqp1	AQP1
Prosbeta1	psmb6	Psmb6	PSMB6
Ptp36E	ptprk	Ptprk	PTPRK
Pur-alpha	purbb	Purb	PURB
Pvf1	pdgfaa	Pdgfa	PDGFA
Rab18	rab18b	Rab18	RAB18
Rab8	rab8b	Rab8b	RAB8B
RagC-D	rragd	Rragd	RRAGD
Ras85D	kras	Kras	KRAS
Rbp6	msi2b	Msi2	MSI2
RhoGAP16F	arhgap15	Arhgap15	ARHGAP15
RhoGEF3	spata13	Spata13	SPATA13
RhoL	rhoh	Rhoh	RHOH
RhoU	rhov	Rhov	RHOV
rn	znf362b	Zfp362	ZNF362
roq	rc3h2	Rc3h2	RC3H2
RpLP2	rplp2l	Rplp2	RPLP2
Rpn10	psmd4a	Psmd4	PSMD4
RpS26	rps26	Rps26	RPS26
Sac1	sacm1la	Sacm1l	SACM1L
Sar1	sar1b	Sar1b	SAR1B
Sec61alpha	sec61a1	Sec61a1	SEC61A1
sens-2	gfi1b	Gfi1b	GFI1B
SERCA	atp2a1	Atp2a1	ATP2A1
sfl	ndst2a	Ndst2	NDST2
Sfmbt	l3mbtl2	L3mbtl2	L3MBTL2
Sh3beta	sh3bgrl	Sh3bgrl	SH3BGRL
shep	rbms2a	Rbms2	RBMS2
Sik2	sik2b	Sik2	SIK2
slmb	fbxw11b	Fbxw11	FBXW11
smt3	sumo3a	Sumo3	SUMO3
Snx3	snx12	Snx12	SNX12
Sox14	sox12	Sox12	SOX12
Spag1	spag1a	Spag1	SPAG1
spidey	hsd17b12b	Hsd17b12	HSD17B12
Spn	ppp1r9ba	Ppp1r9b	PPP1R9B
srl	pprc1	Pprc1	PPRC1
Ssb-c31a	sub1a	Sub1	SUB1
Stam	stam	Stam	STAM
stau	stau2	Stau2	STAU2
step	cyth3b	Cyth3	CYTH3
sut4	slc2a6	Slc2a6	SLC2A6
Syn	syn1	Syn1	SYN1
Syn1	sntb1	Sntb1	SNTB1
Synd	pacsin1b	Pacsin1	PACSIN1
Syt4	syt11a	Syt11	SYT11
Syx4	stx11a	Stx11	STX11
Tao	taok3a	Taok3	TAOK3
tara	cdca4	Cdca4	CDCA4
tay	fbrsl1	Fbrsl1	FBRSL1
Tet	tet3	Tet3	TET3
Thor	eif4ebp2	Eif4ebp2	EIF4EBP2
Tip60	kat5a	Kat5	KAT5
tkv	bmpr1aa	Bmpr1a	BMPR1A
Tm1	tpm3	Tpm3	TPM3
tn	trim3b	Trim3	TRIM3
tor	tek	Tek	TEK
tra2	tra2a	Tra2a	TRA2A
Traf-like	traf2a	Traf2	TRAF2
tral	lsm14aa	Lsm14a	LSM14A
twf	twf1b	Twf1	TWF1
uex	cnnm2b	Cnnm2	CNNM2
unc-119	unc119.1	Unc119b	UNC119B
up	tnnt1	Tnnt1	TNNT1
Usp12-46	usp46	Usp46	USP46
Vha16-1	atp6v0ca	Atp6v0c	ATP6V0C
wdb	ppp2r5a	Ppp2r5a	PPP2R5A
Wee1	wee1	Wee1	WEE1
whd	cpt1ab	Cpt1a	CPT1A
Wnt10	wnt10a	Wnt10a	WNT10A
Ythdf	ythdf1	Ythdf1	YTHDF1
Zasp52	pdlim7	Pdlim7	PDLIM7
Zir	dock7	Dock7	DOCK7
Aladin	aaas	Aaas	AAAS
AlaRS	aars	Aars	AARS
Aasdh	aasdh	Aasdh	AASDH
ABCA	abca3b	Abca3	ABCA3
Mdr50	abcb4	Abcb4	ABCB4
CG7627	abcc4	Abcc4	ABCC4
Atet	abcg4a	Abcg4	ABCG4
CG32708	abt1	Abt1	ABT1
Mcad	acadm	Acadm	ACADM
Arc42	acads	Acads	ACADS
Ance	ace	Ace	ACE
Irp-1A	aco1	Aco1	ACO1
mAcon1	aco2	Aco2	ACO2
CG16986	acot13	Acot13	ACOT13
CG1635	acot9.1	Acot9	ACOT9
CG5009	acox1	Acox1	ACOX1
CG9527	acox3	Acox3	ACOX3
primo-1	acp1	Acp1	ACP1
Acph-1	acp2	Acp2	ACP2
bgm	acsbg1	Acsbg1	ACSBG1
CG12512	acsf2	Acsf2	ACSF2
CG6733	acy1	Acy1	ACY1
kuz	adam10a	Adam10	ADAM10
Rpn13	adrm1	Adrm1	ADRM1
CG1827	aga	Aga	AGA
Agpat1	agpat2	Agpat1	AGPAT1
Agpat3	agpat3	Agpat3	AGPAT3
CG32354	agrn	Agrn	AGRN
CG3625	aig1	Aig1	AIG1
CG12224	akr7a3	Akr7a5	AKR7A2
CG46338	aktip	Aktip	AKTIP
P5CDh1	aldh4a1	Aldh4a1	ALDH4A1
otu	alg13	Alg13	ALG13
Alp5	alpl	Alpl	ALPL
Ref1	alyref	Alyref	ALYREF
CG10809	ankrd54	Ankrd54	ANKRD54
scra	anln	Anln	ANLN
AnxB9	anxa11a	Anxa11	ANXA11
Appl	aplp2	Aplp2	APLP2
Arpc3A	arpc3	Arpc3	ARPC3
CG1105	arrdc3a	Arrdc3	ARRDC3
nmd	atad1b	Atad1	ATAD1
CG17003	atat1	Atat1	ATAT1
CG9981	atp11c	Atp11c	ATP11C
nrv3	atp1b1a	Atp1b1	ATP1B1
Vha100-1	atp6v0a1a	Atp6v0a1	ATP6V0A1
VhaPPA1-1	atp6v0b	Atp6v0b	ATP6V0B
VhaAC39-1	atp6v0d1	Atp6v0d1	ATP6V0D1
Vha68-2	atp6v1ab	Atp6v1a	ATP6V1A
Vha36-1	atp6v1d	Atp6v1d	ATP6V1D
Vha14-1	atp6v1f	Atp6v1f	ATP6V1F
XNP	atrx	Atrx	ATRX
aurA	aurkb	Aurkb	AURKB
unc-13-4A	baiap3	Baiap3	BAIAP3
Diap2	birc2	Birc2	BIRC2
CG1440	blmh	Blmh	BLMH
Buffy	boka	Bok	BOK
vanin-like	btd	Btd	BTD
bic	btf3	Btf3	BTF3
BubR1	bub1	Bub1	BUB1
CG18558	c1galt1c1	C1galt1c1	C1GALT1C1
Cnx99A	canx	Canx	CANX
Drice	casp3a	Casp3	CASP3
cas	casz1	Casz1	CASZ1
Cat	cat	Cat	CAT
Bgb	cbfb	Cbfb	CBFB
HP1b	cbx3a	Cbx3	CBX3
CG14905	ccdc114	Ccdc114	CCDC114
CG14671	ccdc115	Ccdc115	CCDC115
Snmp1	cd36	Cd36	CD36
Tsp39D	cd63	Cd63	CD63
fzy	cdc20	Cdc20	CDC20
Cdc23	cdc23	Cdc23	CDC23
stg	cdc25b	Cdc25a	CDC25A
CG5790	cdc7	Cdc7	CDC7
hyx	cdc73	Cdc73	CDC73
borr	cdca8	Cdca8	CDCA8
CDK2AP1	cdk2ap2	Cdk2ap2	CDK2AP2
CG3760	cdv3	Cdv3	CDV3
bru1	celf2	Celf2	CELF2
cmet	cenpe	Cenpe	CENPE
Est-6	ces3	Ces1d	CES1
CG17493	cetn2	Cetn2	CETN2
Mi-2	chd4a	Chd4	CHD4
CG9514	chdh	Chdh	CHDH
CG13937	chst10	Chst10	CHST10
Pep	ciz1b	Ciz1	CIZ1
