FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
CG8245	35503	FBgn0033031	CG8245	Mouse	68777	1916027	Tmem53	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8252	35884	FBgn0033344	CG8252	Mouse	434756	3618288	Akap14	2	2	high	Yes	Yes	eggNOG, Panther
CG8311	36856	FBgn0034141	CG8311	Mouse	227697	2677836	Dolk	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8312	41163	FBgn0037720	CG8312	Mouse	224093	2676309	Fam43a	8	7.77	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG8314	36757	FBgn0034057	CG8314	Mouse	69035	1926134	Zdhhc3	14	13.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8320	36759	FBgn0034059	CG8320	Mouse	66320	1913570	Tmem208	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8321	36287	FBgn0033677	CG8321	Mouse	65103	1929507	Arl6ip6	3	3.1	high	Yes	Yes	OrthoFinder, OrthoInspector, Panther
CG8326	32738	FBgn0030851	CG8326	Mouse	67291	1914541	Ccdc137	8	7.85	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
CG8336	39121	FBgn0036020	CG8336	Mouse	67738	1914988	Ppid	12	11.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8370	36761	FBgn0034060	CG8370	Mouse	56030	1927110	Tmem131	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8372	34121	FBgn0032000	CG8372	Mouse	52174	1098568	Tmem222	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8397	36767	FBgn0034066	CG8397	Mouse	73024	1920274	Emc7	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8401	36770	FBgn0034069	CG8401	Mouse	239691	2146559	AU021092	3	3	high	Yes	Yes	eggNOG, OrthoFinder, Panther
CG8405	36772	FBgn0034071	CG8405	Mouse	216157	2177957	Tmem259	10	9.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8407	36303	FBgn0033687	CG8407	Mouse	54152	1859217	Dnal4	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8412	41191	FBgn0037743	CG8412	Mouse	223774	2385025	Alg12	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8414	36774	FBgn0034073	CG8414	Mouse	74035	1921285	Nol9	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8419	34118	FBgn0031999	CG8419	Mouse	229644	1918187	Trim45	11	11	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG8441	36792	FBgn0034086	CG8441	Mouse	66801	1914051	Prkrip1	10	9.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8460	34115	FBgn0031996	CG8460	Mouse	68038	1915288	Chid1	12	11.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG8461	41758	FBgn0038235	CG8461	Mouse	224823	2385053	Rrp36	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8485	36579	FBgn0033915	CG8485	Mouse	20623	108104	Snrk	10	9.89	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG8492	38866	FBgn0035813	CG8492	Mouse	16770	96742	Lalba	6	5.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, Panther, Phylome, TreeFam
CG8500	41203	FBgn0037754	CG8500	Mouse	68203	1915453	Diras2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8507	41205	FBgn0037756	CG8507	Mouse	16976	96829	Lrpap1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8519	38745	FBgn0035711	CG8519	Mouse	68895	1916145	Rasl11a	6	6.01	high	Yes	Yes	Homologene, OrthoDB, Panther, Phylome, RoundUp, TreeFam
CG8531	36584	FBgn0033918	CG8531	Mouse	230935	2443386	Dnajc11	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8545	36365	FBgn0033741	CG8545	Mouse	110109	107891	Nop2	11	10.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8549	38749	FBgn0035714	CG8549	Mouse	66711	1913961	Sbds	12	11.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
CG8569	36376	FBgn0033752	CG8569	Mouse	66505	1913755	Zmynd11	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp
CG8578	32540	FBgn0030699	CG8578	Mouse	71268	1918518	Lrrfip2	12	11.9	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8611	32725	FBgn0027602	CG8611	Mouse	227674	2682639	Ddx31	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8613	36593	FBgn0033924	CG8613	Mouse	217116	2183449	Spata20	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8635	35850	FBgn0033317	CG8635	Mouse	69082	1919747	Zc3h15	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8654	37275	FBgn0034479	CG8654	Mouse	102570	2143107	Slc22a13	7	6.9	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
CG8665	35407	FBgn0032945	CG8665	Mouse	216188	2444680	Aldh1l2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8675	32716	FBgn0030834	CG8675	Mouse	66206	1913456	1110059E24Rik	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8677	35397	FBgn0026577	CG8677	Mouse	233532	2682305	Rsf1	8	7.88	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
CG8728	35748	FBgn0033235	CG8728	Mouse	66865	1918568	Pmpca	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8768	36400	FBgn0033769	CG8768	Mouse	654795	1916876	Sdr39u1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8777	35921	FBgn0033376	CG8777	Mouse	218343	2679923	Ttc37	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8778	36392	FBgn0033761	CG8778	Mouse	11992	1338011	Auh	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8814	33492	FBgn0031478	CG8814	Mouse	74159	1921409	Acbd5	10	9.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8833	39535	FBgn0036386	CG8833	Mouse	67471	1914721	Gpatch1	11	10.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8834	36356	FBgn0033733	CG8834	Mouse	225579	3036230	Slc27a6	3	2.89	moderate	Yes	No	Compara, Isobase, OrthoDB
CG8841	36336	FBgn0033713	CG8841	Mouse	217310	2445087	Hid1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8851	33575	FBgn0031546	CG8851	Mouse	18286	1098824	Odf2	3	3.1	high	Yes	Yes	OrthoFinder, OrthoInspector, Panther
CG8891	33718	FBgn0031663	CG8891	Mouse	16434	96622	Itpa	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8892	33719	FBgn0031664	CG8892	Mouse	224111	2146388	Ubxn7	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8916	32553	FBgn0030707	CG8916	Mouse	14395	95614	Gabra2	9	8.9	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
CG8939	32568	FBgn0030720	CG8939	Mouse	56095	1860295	Ftsj3	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8950	36921	FBgn0034186	CG8950	Mouse	98488	2138383	Gtf3c3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8963	36913	FBgn0034181	CG8963	Mouse	218693	2384993	Paip1	11	10.78	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9003	36244	FBgn0033639	CG9003	Mouse	72194	1919444	Fbxl20	13	12.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG9004	38303	FBgn0035336	CG9004	Mouse	433864	1861749	Nom1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9005	36243	FBgn0033638	CG9005	Mouse	235493	2387648	Fam214a	8	8.04	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG9010	36904	FBgn0034173	CG9010	Mouse	14433	95640	Gapdh	6	5.74	moderate	Yes	No	Compara, eggNOG, OrthoFinder, orthoMCL, Panther, Phylome
CG9018	38283	FBgn0035318	CG9018	Mouse	70470	1917720	Rprd1b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9044	33825	FBgn0031752	CG9044	Mouse	71728	1918978	Stk11ip	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG9062	36199	FBgn0033607	CG9062	Mouse	67561	1914811	Wdr48	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9065	32439	FBgn0030610	CG9065	Mouse	12856	1333806	Cox17	11	10.8	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9067	36197	FBgn0033605	CG9067	Mouse	59005	1916295	Trappc2l	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9095	32447	FBgn0030617	CG9095	Mouse	17221	1203290	Cd46	2	2.1	high	Yes	Yes	OrthoFinder, Panther
CG9098	33840	FBgn0031762	CG9098	Mouse	27387	1351631	Sh2d3c	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9107	33843	FBgn0031764	CG9107	Mouse	74778	1922028	Rrp7a	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9109	33844	FBgn0031765	CG9109	Mouse	381694	2685903	B3glct	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG9117	33846	FBgn0031766	CG9117	Mouse	330216	2679717	Mblac1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9121	33732	FBgn0031675	CG9121	Mouse	208372	2655109	Asb18	2	1.98	high	Yes	Yes	Compara, Inparanoid
CG9132	2768881	FBgn0030791	CG9132	Mouse	67602	1914852	Necap1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9135	33850	FBgn0031769	CG9135	Mouse	108911	1919784	Rcc2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9143	37296	FBgn0034496	CG9143	Mouse	27225	1351337	Ddx24	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9147	33855	FBgn0031774	CG9147	Mouse	77422	1924672	C330018D20Rik	6	5.94	high	Yes	Yes	OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG9154	33858	FBgn0031777	CG9154	Mouse	68043	1915293	Eef1akmt1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9170	32563	FBgn0030716	CG9170	Mouse	214552	2384878	Cep164	5	4.99	high	Yes	Yes	Hieranoid, OrthoFinder, OrthoInspector, RoundUp, TreeFam
CG9175	33862	FBgn0031779	CG9175	Mouse	50907	1355326	Preb	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9213	32490	FBgn0030655	CG9213	Mouse	244672	1918023	Cwf19l2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9220	32497	FBgn0030662	CG9220	Mouse	269941	2681120	Chsy1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9222	33867	FBgn0031784	CG9222	Mouse	71099	1918349	Tssk4	9	8.77	high	Yes	Yes	Compara, eggNOG, Homologene, Isobase, OMA, OrthoDB, Panther, Phylome, TreeFam
CG9231	40130	FBgn0036887	CG9231	Mouse	70186	1917436	Fam162a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9240	32505	FBgn0030669	CG9240	Mouse	66541	1913791	Immp1l	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9246	35386	FBgn0032925	CG9246	Mouse	57741	1931051	Noc2l	11	10.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG9248	35384	FBgn0032923	CG9248	Mouse	18807	1333782	Pld3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9253	35379	FBgn0032919	CG9253	Mouse	67755	1915005	Ddx47	12	11.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
CG9257	35375	FBgn0032916	CG9257	Mouse	109154	1924015	Mlec	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG9265	35369	FBgn0032910	CG9265	Mouse	242285	2668443	Sdr16c5	9	8.95	moderate	Yes	No	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp
CG9272	35365	FBgn0032907	CG9272	Mouse	18207	1313275	Nthl1	13	12.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9281	32508	FBgn0030672	CG9281	Mouse	27407	1351657	Abcf2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9286	41690	FBgn0038183	CG9286	Mouse	66165	1913415	Bccip	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9297	41688	FBgn0038181	CG9297	Mouse	106393	2146620	Srl	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9300	40128	FBgn0036886	CG9300	Mouse	68979	1916229	Nol11	9	8.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG9302	34750	FBgn0032514	CG9302	Mouse	72599	1919849	Pdia5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9304	37500	FBgn0034674	CG9304	Mouse	330485	3607779	Tmem145	6	5.94	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
CG9308	37507	FBgn0034681	CG9308	Mouse	56334	1929269	Tmed2	5	4.86	moderate	Yes	No	eggNOG, OrthoFinder, orthoMCL, Panther, TreeFam
CG9313	37374	FBgn0034566	CG9313	Mouse	68922	1916172	Dnaic1	12	11.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
CG9328	35344	FBgn0032886	CG9328	Mouse	66540	1913790	Fam107b	10	9.88	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9330	40131	FBgn0036888	CG9330	Mouse	27406	1351656	Abcf3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9344	37372	FBgn0034564	CG9344	Mouse	78651	1925901	Lsm6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9346	37381	FBgn0034572	CG9346	Mouse	67958	1915208	U2surp	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG9356	41122	FBgn0037688	CG9356	Mouse	66352	1201607	Blzf1	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9386	41148	FBgn0037708	CG9386	Mouse	78890	1926140	Trmt44	13	12.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9393	41152	FBgn0037710	CG9393	Mouse	17827	103025	Mtx1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9406	37405	FBgn0034592	CG9406	Mouse	68226	1915476	Efcab2	11	10.61	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
CG9410	35568	FBgn0033086	CG9410	Mouse	67876	1915126	Coq10b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9422	35574	FBgn0033092	CG9422	Mouse	69961	1917211	Rpp25l	12	11.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9425	39613	FBgn0036451	CG9425	Mouse	78455	1925705	Helz	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9426	34719	FBgn0032485	CG9426	Mouse	16351	96581	Ipp	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9467	41207	FBgn0037758	CG9467	Mouse	226823	2444629	Kctd3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9471	41197	FBgn0037749	CG9471	Mouse	233016	2385271	Blvrb	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9485	37435	FBgn0034618	CG9485	Mouse	77559	1924809	Agl	13	12.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG9536	33904	FBgn0031818	CG9536	Mouse	56395	1930765	Tmem115	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9541	34220	FBgn0032083	CG9541	Mouse	229949	2677491	Ak5	7	6.95	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, Panther, TreeFam
CG9547	33911	FBgn0031824	CG9547	Mouse	270076	104541	Gcdh	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9550	33913	FBgn0031826	CG9550	Mouse	26887	1349479	Chst4	10	9.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG9577	33016	FBgn0031092	CG9577	Mouse	51798	1858208	Ech1	13	12.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
