FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	ZebrafishGeneID	ZFINID	ZebrafishSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
Epac	35588	FBgn0085421	Epac	Zebrafish	559170	ZDB-GENE-070912-385	rapgef4	11	10.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Epg5	42256	FBgn0038651	Epg5	Zebrafish	569543	ZDB-GENE-070705-307	epg5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Eph	43803	FBgn0025936	Eph	Zebrafish	554232	ZDB-GENE-050522-415	ephb2b	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ephrin	43799	FBgn0040324	Ephrin	Zebrafish	30219	ZDB-GENE-990415-67	efnb2a	9	8.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Eps-15	37961	FBgn0035060	Eps-15	Zebrafish	568170	ZDB-GENE-060503-274	eps15l1a	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Ercc1	36654	FBgn0028434	Ercc1	Zebrafish	100001425	ZDB-GENE-040426-2606	ercc1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Erk7	31877	FBgn0052703	Erk7	Zebrafish	553780	ZDB-GENE-050522-307	mapk15	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Esyt2	42929	FBgn0266758	Esyt2	Zebrafish	570012	ZDB-GENE-070912-588	esyt2a	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Etf-QO	36031	FBgn0286783	Etf-QO	Zebrafish	447859	ZDB-GENE-040912-168	etfdh	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Etl1	34311	FBgn0032157	Etl1	Zebrafish	557875	ZDB-GENE-050522-499	smarcad1a	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ets96B	42952	FBgn0039225	Ets96B	Zebrafish	563876	ZDB-GENE-070104-1	etv1	7	6.89	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Ets97D	43236	FBgn0004510	Ets97D	Zebrafish	58110	ZDB-GENE-011010-2	gabpa	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Evi5	32088	FBgn0262740	Evi5	Zebrafish	553306	ZDB-GENE-041111-244	evi5b	9	9.09	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp
Exd2	41374	FBgn0037901	Exd2	Zebrafish	334455	ZDB-GENE-030131-6387	exd2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Exn	39900	FBgn0261547	Exn	Zebrafish	569090	ZDB-GENE-130530-794	ngef	5	5.03	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp
Exo70	38959	FBgn0266667	Exo70	Zebrafish	406723	ZDB-GENE-040426-2752	exoc7	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Exo84	43163	FBgn0266668	Exo84	Zebrafish	568029	ZDB-GENE-070410-60	exoc8	9	8.82	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
FANCI	35895	FBgn0033354	FANCI	Zebrafish	324185	ZDB-GENE-030131-2905	fanci	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FBXO11	41209	FBgn0037760	FBXO11	Zebrafish	777607	ZDB-GENE-061103-70	fbxo11a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FER	41118	FBgn0000723	FER	Zebrafish	566739	ZDB-GENE-100812-10	fes	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FRG1	40228	FBgn0036964	FRG1	Zebrafish	550491	ZDB-GENE-050417-324	frg1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Faa	45577	FBgn0016013	Faa	Zebrafish	322372	ZDB-GENE-030131-1091	fah	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Faf2	35129	FBgn0025608	Faf2	Zebrafish	497596	ZDB-GENE-050208-312	faf2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Fak	37233	FBgn0020440	Fak	Zebrafish	142986	ZDB-GENE-020114-1	ptk2ab	12	11.77	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Fancd2	2768674	FBgn0038827	Fancd2	Zebrafish	394241	ZDB-GENE-040116-5	fancd2	10	9.96	high	Yes	Yes	Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Fancl	41231	FBgn0037781	Fancl	Zebrafish	406255	ZDB-GENE-040426-1045	fancl	7	6.8	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
Fancm	42543	FBgn0038889	Fancm	Zebrafish	100006685	ZDB-GENE-090929-1	fancm	3	3.01	high	Yes	Yes	OrthoFinder, Panther, Phylome
Fas3	35097	FBgn0000636	Fas3	Zebrafish	560933	ZDB-GENE-060503-249	pvrl2l	2	1.83	high	Yes	Yes	Compara, eggNOG
Fatp1	26067068	FBgn0267828	Fatp1	Zebrafish	553512	ZDB-GENE-061013-672	slc27a1b	8	8.04	high	Yes	Yes	Compara, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp
Fbl6	36201	FBgn0033609	Fbl6	Zebrafish	323163	ZDB-GENE-060810-162	fbxl6	10	9.76	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Fbw5	33854	FBgn0031773	Fbw5	Zebrafish	406611	ZDB-GENE-040426-2571	fbxw5	11	10.94	high	Yes	Yes	Compara, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Fbxl4	32378	FBgn0030555	Fbxl4	Zebrafish	492349	ZDB-GENE-041114-187	fbxl4	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Fbxl7	41935	FBgn0038385	Fbxl7	Zebrafish	569430	ZDB-GENE-061215-122	fbxl7	11	10.9	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Fcp1	37925	FBgn0035026	Fcp1	Zebrafish	442930	ZDB-GENE-040720-1	ctdp1	6	5.95	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther
Fdh	41311	FBgn0011768	Fdh	Zebrafish	116517	ZDB-GENE-011003-1	adh5	12	11.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fdx2	38530	FBgn0035529	Fdx2	Zebrafish	100126232	ZDB-GENE-071015-2	fdx1	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
FeCH	43757	FBgn0266268	FeCH	Zebrafish	58215	ZDB-GENE-000928-1	fech	7	6.91	high	Yes	Yes	Compara, Homologene, OMA, OrthoFinder, Panther, Phylome, TreeFam
Fen1	36887	FBgn0025832	Fen1	Zebrafish	386707	ZDB-GENE-031112-11	fen1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fer3HCH	32260	FBgn0030449	Fer3HCH	Zebrafish	58108	ZDB-GENE-000831-2	fth1a	11	10.91	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Fibp	40163	FBgn0036911	Fibp	Zebrafish	405787	ZDB-GENE-040630-2	fibpb	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fic	33897	FBgn0263278	Fic	Zebrafish	334648	ZDB-GENE-030131-6588	ficd	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fign	33544	FBgn0031519	Fign	Zebrafish	569539	ZDB-GENE-030131-1862	fignl1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fim	32721	FBgn0024238	Fim	Zebrafish	436598	ZDB-GENE-040718-10	pls3	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fip1	40569	FBgn0037255	Fip1	Zebrafish	450021	ZDB-GENE-041010-138	fip1l1b	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Fitm	38596	FBgn0035586	Fitm	Zebrafish	552928	ZDB-GENE-050508-5	fitm2	11	10.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Fkbp12	37214	FBgn0013954	Fkbp12	Zebrafish	335335	ZDB-GENE-030131-7275	fkbp1aa	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fkbp14	37449	FBgn0010470	Fkbp14	Zebrafish	445077	ZDB-GENE-040801-210	fkbp14	6	5.82	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL
Fkbp59	47762	FBgn0029174	Fkbp59	Zebrafish	321795	ZDB-GENE-030131-514	fkbp4	11	10.88	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Flacc	32886	FBgn0030974	Flacc	Zebrafish	560041	ZDB-GENE-040426-1619	zc3h13	4	3.98	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, RoundUp
Fmr1	37528	FBgn0028734	Fmr1	Zebrafish	259191	ZDB-GENE-020731-6	fmr1	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Fnta	33682	FBgn0031633	Fnta	Zebrafish	555882	ZDB-GENE-030131-866	fnta	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FoxK	39252	FBgn0036134	FoxK	Zebrafish	334470	ZDB-GENE-030131-6402	foxk1	10	9.96	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
FoxL1	38471	FBgn0004895	FoxL1	Zebrafish	393959	ZDB-GENE-040426-1181	foxl1	6	5.97	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp
FoxP	41182	FBgn0262477	FoxP	Zebrafish	569047	ZDB-GENE-041203-1	foxp1b	8	7.8	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fpps	36209	FBgn0025373	Fpps	Zebrafish	552997	ZDB-GENE-050506-78	fdps	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Frl	39561	FBgn0267795	Frl	Zebrafish	100006456	ZDB-GENE-081105-70	fmnl2a	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Fs	2768836	FBgn0259878	Fs	Zebrafish	100004116	ZDB-GENE-990714-11	fsta	10	9.86	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fs(2)Ket	35336	FBgn0262743	Fs(2)Ket	Zebrafish	570700	ZDB-GENE-030131-2579	kpnb1	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Fsn	36460	FBgn0043010	Fsn	Zebrafish	393567	ZDB-GENE-040426-1450	fbxo45	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FucT6	32122	FBgn0030327	FucT6	Zebrafish	797512	ZDB-GENE-031118-20	fut8a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
FucTB	34260	FBgn0032117	FucTB	Zebrafish	497615	ZDB-GENE-081022-183	fut10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Fur2	32604	FBgn0004598	Fur2	Zebrafish	571235	ZDB-GENE-060531-130	pcsk5a	6	5.92	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoFinder, Panther, Phylome
G6P	33476	FBgn0031463	G6P	Zebrafish	563180	ZDB-GENE-050309-17	g6pca.2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GAA1	31517	FBgn0029818	GAA1	Zebrafish	555496	ZDB-GENE-131121-587	gpaa1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GABPI	33516	FBgn0031495	GABPI	Zebrafish	445301	ZDB-GENE-040808-13	zdhhc23b	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
GAPcenA	38945	FBgn0035879	GAPcenA	Zebrafish	555272	ZDB-GENE-050208-389	rabgap1l	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GATAe	41945	FBgn0038391	GATAe	Zebrafish	30483	ZDB-GENE-980526-476	gata4	5	4.89	moderate	Yes	No	Compara, eggNOG, OrthoFinder, Panther, TreeFam
GC	38194	FBgn0035245	GC	Zebrafish	557240	ZDB-GENE-030826-27	ggcx	12	11.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
GCC185	41459	FBgn0037979	GCC185	Zebrafish	570879	ZDB-GENE-060526-252	golga3	2	2.03	high	Yes	Yes	Compara, Panther
GCC88	41350	FBgn0037881	GCC88	Zebrafish	445205	ZDB-GENE-040801-118	gcc1	13	12.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GCS1	32073	FBgn0030289	GCS1	Zebrafish	567913	ZDB-GENE-070112-412	mogs	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GCS2alpha	49953	FBgn0027588	GCS2alpha	Zebrafish	100334730	ZDB-GENE-110930-9	ganab	11	10.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GEFmeso	37134	FBgn0050115	GEFmeso	Zebrafish	565988	ZDB-GENE-090819-1	plekhg2	3	3	high	Yes	Yes	eggNOG, OrthoFinder, Panther
GLS	36396	FBgn0261625	GLS	Zebrafish	564147	ZDB-GENE-050204-3	glsa	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GM130	37524	FBgn0034697	GM130	Zebrafish	565431	ZDB-GENE-081030-1	golga2	8	8.02	high	Yes	Yes	Compara, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
GMF	34963	FBgn0028894	GMF	Zebrafish	406384	ZDB-GENE-040426-2114	gmfb	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GXIVsPLA2	39734	FBgn0036545	GXIVsPLA2	Zebrafish	406739	ZDB-GENE-040426-2771	pla2g12b	11	11	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Gabat	40188	FBgn0036927	Gabat	Zebrafish	378968	ZDB-GENE-031006-4	abat	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gadd45	35646	FBgn0033153	Gadd45	Zebrafish	402991	ZDB-GENE-040426-1882	gadd45ga	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gale	38076	FBgn0035147	Gale	Zebrafish	678540	ZDB-GENE-060421-6479	gale	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Galk	39031	FBgn0263199	Galk	Zebrafish	792268	ZDB-GENE-041114-143	galk2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Galphai	38765	FBgn0001104	Galphai	Zebrafish	393946	ZDB-GENE-040426-1310	gnai1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Galphaq	36384	FBgn0004435	Galphaq	Zebrafish	563953	ZDB-GENE-050208-597	gna11a	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Galphas	37805	FBgn0001123	Galphas	Zebrafish	557353	ZDB-GENE-090417-2	gnas	10	9.9	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Galt	33935	FBgn0263200	Galt	Zebrafish	791130	ZDB-GENE-070112-172	galt	10	9.89	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Gapvd1	32070	FBgn0030286	Gapvd1	Zebrafish	436693	ZDB-GENE-040718-117	gapvd1	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Gart	33986	FBgn0000053	Gart	Zebrafish	58141	ZDB-GENE-000616-14	gart	6	5.95	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder, Panther, Phylome
Gas8	31321	FBgn0029667	Gas8	Zebrafish	323260	ZDB-GENE-030131-1980	gas8	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gasz	35795	FBgn0033273	Gasz	Zebrafish	572911	ZDB-GENE-040426-988	asz1	8	7.78	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome
Gat	43805	FBgn0039915	Gat	Zebrafish	492490	ZDB-GENE-041114-57	slc6a1b	13	12.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
GatA	42283	FBgn0260779	GatA	Zebrafish	327329	ZDB-GENE-030131-5540	qrsl1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
GatB	42861	FBgn0039153	GatB	Zebrafish	541317	ZDB-GENE-040724-131	gatb	8	7.8	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam
Gbeta13F	32544	FBgn0001105	Gbeta13F	Zebrafish	406796	ZDB-GENE-040426-2855	gnb1b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gbs-76A	40102	FBgn0036862	Gbs-76A	Zebrafish	799144	ZDB-GENE-080204-75	ppp1r3da	7	6.81	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, Phylome, RoundUp, TreeFam
GckIII	42064	FBgn0266465	GckIII	Zebrafish	100151762	ZDB-GENE-080516-5	stk26	10	9.95	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Gclc	53581	FBgn0040319	Gclc	Zebrafish	326857	ZDB-GENE-030131-5056	gclc	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gclm	248194	FBgn0046114	Gclm	Zebrafish	333974	ZDB-GENE-030131-5906	gclm	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Gcn5	39431	FBgn0020388	Gcn5	Zebrafish	563942	ZDB-GENE-060503-207	kat2b	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gdap1	38597	FBgn0035587	Gdap1	Zebrafish	562163	ZDB-GENE-080812-2	gdap1l1	11	10.97	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Gdap2	59173	FBgn0042135	Gdap2	Zebrafish	447824	ZDB-GENE-040912-31	gdap2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gdh	42832	FBgn0001098	Gdh	Zebrafish	373092	ZDB-GENE-030828-1	glud1b	12	11.94	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Gdi	34264	FBgn0004868	Gdi	Zebrafish	554985	ZDB-GENE-050522-504	gdi1	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Gdn1	42309	FBgn0038692	Gdn1	Zebrafish	100003720	ZDB-GENE-160728-95	polr2m	8	8.03	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam
Ge-1	34541	FBgn0283682	Ge-1	Zebrafish	565659	ZDB-GENE-030131-5032	edc4	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Gel	46008	FBgn0010225	Gel	Zebrafish	566764	ZDB-GENE-060503-6	scin	12	11.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
