FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
CG7518	41599	FBgn0038108	CG7518	Human	8603	16822	FAM193A	5	4.93	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther
CG7519	40377	FBgn0037087	CG7519	Human	51260	28790	PBDC1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7523	42125	FBgn0038533	CG7523	Human	201931	26775	TMEM192	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7530	41784	FBgn0038256	CG7530	Human	152559	30130	PAQR3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7544	36680	FBgn0033994	CG7544	Human	79066	28484	METTL16	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7546	38844	FBgn0035793	CG7546	Human	7917	13919	BAG6	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7550	38901	FBgn0035839	CG7550	Human	84890	23506	ADO	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7556	32902	FBgn0030990	CG7556	Human	64215	20090	DNAJC1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7560	39276	FBgn0036157	CG7560	Human	4524	7436	MTHFR	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7564	39956	FBgn0036734	CG7564	Human	55692	6723	LUC7L	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7568	43482	FBgn0039673	CG7568	Human	164781	26383	DAW1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7582	43492	FBgn0039681	CG7582	Human	144110	26890	TMEM86A	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG7600	39267	FBgn0064766	CG7600	Human	157769	26306	FAM91A1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7601	43502	FBgn0027583	CG7601	Human	25979	24547	DHRS7B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7611	40386	FBgn0037094	CG7611	Human	80232	21208	WDR26	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7616	39260	FBgn0036142	CG7616	Human	203054	21738	ADCK5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7637	36135	FBgn0033548	CG7637	Human	55505	14378	NOP10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7638	39250	FBgn0036133	CG7638	Human	153396	28483	TMEM161B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7639	36675	FBgn0033989	CG7639	Human	25813	24276	SAMM50	13	12.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG7646	40187	FBgn0036926	CG7646	Human	5957	9937	RCVRN	6	5.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, Panther, Phylome, TreeFam
CG7650	39694	FBgn0036519	CG7650	Human	5082	8770	PDCL	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7655	42128	FBgn0038536	CG7655	Human	11270	8003	NRM	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7656	39691	FBgn0036516	CG7656	Human	54926	19907	UBE2R2	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7694	42230	FBgn0038627	CG7694	Human	51255	28037	RNF181	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7706	42244	FBgn0038640	CG7706	Human	22950	13813	SLC4A1AP	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG7718	42254	FBgn0038649	CG7718	Human	9489	30029	PGS1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7728	39904	FBgn0036686	CG7728	Human	9790	23505	BMS1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7739	39684	FBgn0036509	CG7739	Human	81533	30697	ITFG1	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7741	36208	FBgn0033615	CG7741	Human	55280	25613	CWF19L1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7742	33750	FBgn0031690	CG7742	Human	55296	25624	TBC1D19	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7744	37239	FBgn0034447	CG7744	Human	199953	33719	TMEM201	7	6.9	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG7747	36820	FBgn0034109	CG7747	Human	23759	9261	PPIL2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7772	32776	FBgn0030883	CG7772	Human	51537	26945	MTFP1	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7785	42158	FBgn0038564	CG7785	Human	57213	14297	SPRYD7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7789	43516	FBgn0039698	CG7789	Human	10380	1096	BPNT1	12	11.77	high	Yes	Yes	Compara, Hieranoid, Homologene, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7791	35511	FBgn0033038	CG7791	Human	4285	7104	MIPEP	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG7806	34140	FBgn0032018	CG7806	Human	89845	52	ABCC10	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7810	34139	FBgn0032017	CG7810	Human	90324	28289	CCDC97	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7834	43515	FBgn0039697	CG7834	Human	2109	3482	ETFB	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG7839	39240	FBgn0036124	CG7839	Human	10153	24218	CEBPZ	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7840	34136	FBgn0032014	CG7840	Human	79644	25812	SRD5A3	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7849	35537	FBgn0033060	CG7849	Human	26995	17170	TRUB2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7857	39671	FBgn0026738	CG7857	Human	51633	24281	OTUD6B	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7860	32488	FBgn0030653	CG7860	Human	80150	16448	ASRGL1	13	12.75	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7872	32493	FBgn0030658	CG7872	Human	552891	37501	DNAJC25-GNG10	9	8.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoInspector, Phylome, RoundUp
CG7878	40959	FBgn0037549	CG7878	Human	55510	18677	DDX43	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7886	41775	FBgn0038248	CG7886	Human	84131	25740	CEP78	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7889	32916	FBgn0031003	CG7889	Human	196483	32221	EEF2KMT	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7914	32907	FBgn0030995	CG7914	Human	606495	32220	CYB5RL	13	12.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7943	43574	FBgn0039741	CG7943	Human	92014	23323	SLC25A51	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG7945	39679	FBgn0036505	CG7945	Human	9532	938	BAG2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7946	43576	FBgn0039743	CG7946	Human	11168	9527	PSIP1	10	9.86	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7950	43579	FBgn0260468	CG7950	Human	131474	26467	CHCHD4	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7956	42545	FBgn0038890	CG7956	Human	22876	17054	INPP5F	12	11.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7966	41610	FBgn0038115	CG7966	Human	8991	10719	SELENBP1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7970	38205	FBgn0035252	CG7970	Human	5827	9716	PXMP2	7	7.05	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoFinder, Panther, RoundUp, TreeFam
CG7971	38206	FBgn0035253	CG7971	Human	23524	16639	SRRM2	6	5.94	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, RoundUp, TreeFam
CG7974	38207	FBgn0035254	CG7974	Human	51759	24932	C9orf78	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7988	42180	FBgn0038582	CG7988	Human	402055	33910	SRRD	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8001	38224	FBgn0035268	CG8001	Human	50717	24891	DCAF8	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8003	39210	FBgn0036096	CG8003	Human	57037	25370	ANKMY2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8005	38917	FBgn0035854	CG8005	Human	1725	2869	DHPS	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8026	35941	FBgn0033391	CG8026	Human	81034	29683	SLC25A32	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8027	35943	FBgn0033392	CG8027	Human	79158	29670	GNPTAB	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8031	41601	FBgn0038110	CG8031	Human	51072	14014	MEMO1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8032	41026	FBgn0037606	CG8032	Human	196743	20837	PAOX	13	12.75	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8038	38889	FBgn0035831	CG8038	Human	10775	30081	POP4	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8042	38886	FBgn0027554	CG8042	Human	23190	14860	UBXN4	11	10.87	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8043	41030	FBgn0037610	CG8043	Human	200205	27302	IBA57	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8060	36824	FBgn0034113	CG8060	Human	25998	17853	IBTK	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG8064	42196	FBgn0038597	CG8064	Human	10885	12755	WDR3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8067	36552	FBgn0033891	CG8067	Human	79133	15899	NDUFAF5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8078	35920	FBgn0033375	CG8078	Human	90353	29590	CTU1	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8079	36689	FBgn0034002	CG8079	Human	55109	24684	AGGF1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8080	35918	FBgn0033373	CG8080	Human	133686	26404	NADK2	12	11.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
CG8097	32495	FBgn0030660	CG8097	Human	55152	25536	DALRD3	11	10.69	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8111	38881	FBgn0035825	CG8111	Human	79188	28472	TMEM43	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8112	41033	FBgn0037612	CG8112	Human	6646	11177	SOAT1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8128	32504	FBgn0030668	CG8128	Human	11162	8053	NUDT6	13	12.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
CG8132	41121	FBgn0037687	CG8132	Human	56954	29878	NIT2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8134	32507	FBgn0030671	CG8134	Human	474384	31850	F8A3	8	7.64	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp, TreeFam
CG8135	41123	FBgn0037689	CG8135	Human	92255	25287	LMBRD2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8141	41622	FBgn0038125	CG8141	Human	6048	10068	RNF5	6	5.82	moderate	Yes	No	eggNOG, Isobase, OrthoFinder, Panther, Phylome, TreeFam
CG8142	32763	FBgn0030871	CG8142	Human	5984	9972	RFC4	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8149	41137	FBgn0037700	CG8149	Human	84324	24432	SARNP	9	8.83	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8152	36696	FBgn0034008	CG8152	Human	7918	13920	GPANK1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8155	36698	FBgn0034009	CG8155	Human	4943	8092	TBC1D25	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8170	35908	FBgn0033365	CG8170	Human	64063	14368	PRSS22	2	2.1	moderate	Yes	No	Homologene, Panther
CG8173	32753	FBgn0030864	CG8173	Human	55872	18282	PBK	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8177	39147	FBgn0036043	CG8177	Human	6522	11028	SLC4A2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8187	36720	FBgn0034027	CG8187	Human	222234	22412	FAM185A	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8188	32751	FBgn0030863	CG8188	Human	27338	17895	UBE2S	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8195	36725	FBgn0034032	CG8195	Human	80255	23617	SLC35F5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8197	35912	FBgn0033369	CG8197	Human	151827	28408	LRRC34	3	2.9	high	Yes	Yes	eggNOG, Hieranoid, OrthoFinder
CG8199	41149	FBgn0037709	CG8199	Human	593	986	BCKDHA	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG8204	36728	FBgn0034033	CG8204	Human	9326	12309	ZNHIT3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8207	36730	FBgn0034035	CG8207	Human	29926	22923	GMPPA	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8209	38888	FBgn0035830	CG8209	Human	51035	18402	UBXN1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8223	41045	FBgn0037624	CG8223	Human	4678	7644	NASP	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8230	35897	FBgn0027607	CG8230	Human	54808	21317	DYM	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8237	35891	FBgn0033350	CG8237	Human	51439	16372	FAM8A1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8243	35890	FBgn0033349	CG8243	Human	64744	25082	SMAP2	12	11.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8252	35884	FBgn0033344	CG8252	Human	158798	24061	AKAP14	3	2.91	high	Yes	Yes	eggNOG, Panther, Phylome
CG8300	31658	FBgn0029937	CG8300	Human	283635	19829	FAM177A1	10	9.83	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG8311	36856	FBgn0034141	CG8311	Human	22845	23406	DOLK	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8312	41163	FBgn0037720	CG8312	Human	131583	26888	FAM43A	8	7.77	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG8314	36757	FBgn0034057	CG8314	Human	51304	18470	ZDHHC3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8320	36759	FBgn0034059	CG8320	Human	29100	25015	TMEM208	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8321	36287	FBgn0033677	CG8321	Human	151188	24048	ARL6IP6	5	5.02	high	Yes	Yes	OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome
CG8326	32738	FBgn0030851	CG8326	Human	339230	33451	CCDC137	8	7.81	high	Yes	Yes	Compara, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
